"Box","Band_no","Species","Mass","Notes"
"C06",02521157,"White-plumed Honeyeater",0.0453,
"C06",02492366,"White-plumed Honeyeater",0.0378,
"C06",02569699,"White-plumed Honeyeater",0.0488,
"C06",03317033,"White-plumed Honeyeater",0.0664,
"C06",03146523,"Graceful Honeyeater",0.1209,
"C06",03146548,"Graceful Honeyeater",0.1211,
"C06",03332789,"Singing Honeyeater",0.0696,
"C06",03442361,"Singing Honeyeater",0.0703,
"C06",03436220,"Singing Honeyeater",0.0717,
"C06",03156986,"Singing Honeyeater",0.1085,
"C06",03442449,"Singing Honeyeater",0.0716,
"C06",03397274,"Singing Honeyeater",0.071,
"C06",03290843,"Singing Honeyeater",0.0716,
"C06",03204179,"Singing Honeyeater",0.0747,
"C06",03209322,"Singing Honeyeater",0.0722,
"C06",01629712,"Brown Honeyeater",0.0348,
"C06",01627799,"Brown Honeyeater",0.0378,
"C06",02349229,"Brown Honeyeater",0.0454,
"C06",02373766,"Brown Honeyeater",0.0467,
"C06",02356112,"Brown Honeyeater",0.0466,
"C06",07176618,"Red Wattlebird",0.5575,
"C06",07203878,"Red Wattlebird",0.2269,
"C06",07158045,"Red Wattlebird",0.1838,
"C06",07203125,"Red Wattlebird",0.2565,
"C06",07145513,"Red Wattlebird",0.1748,
"C06",07213878,"Red Wattlebird",0.2555,
"C06",07182084,"Red Wattlebird",0.5976,
"C06",07179052,"Red Wattlebird",0.202,
"C06",07180920,"Red Wattlebird",0.2374,
"C06",07157355,"Red Wattlebird",0.1624,
"C06",07221779,"Red Wattlebird",0.2415,
"C06",07218451,"Red Wattlebird",0.2388,
"C06",07190500,"Red Wattlebird",0.7339,
"C06",07182081,"Red Wattlebird",0.6956,
"C06",00712802,"Red Wattlebird",0.5889,
"C06",07184491,"Red Wattlebird",0.6045,
"C06",07203126,"Red Wattlebird",0.2566,
"C06",07190495,"Red Wattlebird",0.6912,
"C06",07217339,"Red Wattlebird",0.2138,
"C06",07225022,"Red Wattlebird",0.2529,
"C06",07059496,"Red Wattlebird",0.2501,
"C06",07157506,"Red Wattlebird",0.1884,
"C06",13068054,"Peafowl",3.6455,
"C06",09116933,"Australian Magpie",2.0375,
"C06",09130529,"Australian Magpie",2.0341,
"C06",09135466,"Australian Magpie",2.1759,
"C06",09100018,"Australian Magpie",2.2383,
"C06",09126165,"Australian Magpie",2.1772,
"C06",09130931,"Australian Magpie",2.0306,
"C06",09040699,"Australian Magpie",6.887,
"C06",09075099,"Australian Magpie",0.7233,
"C06",09134652,"Australian Magpie",2.2071,
"C06",09405142,"Australian Magpie",1.8987,
"C06",09130435,"Australian Magpie",2.0209,
"C06",09129362,"Australian Magpie",2.1015,
"C06",09137055,"Australian Magpie",2.1457,
"C06",09137818,"Australian Magpie",2.1332,
"C06",09037303,"Australian Magpie",0.6474,
"C06",09129803,"Australian Magpie",2.1102,
"C06",09116849,"Australian Magpie",2.2237,
"C06",09115077,"Australian Magpie",2.2317,
"C06",09075668,"Australian Magpie",0.711,
"NR",09127358,"Australian Magpie",2.1746,
"NR",09113602,"Australian Magpie",2.1149,
"NR",09075091,"Australian Magpie",0.7186,
"NR",09129383,"Australian Magpie",2.013,
"NR",09133773,"Australian Magpie",2.2262,
"NR",09090307,"Australian Magpie",0.6958,
"NR",09115470,"Australian Magpie",2.0907,
"NR",09129304,"Australian Magpie",2.1106,
"NR",09133760,"Australian Magpie",2.2381,
"NR",09131304,"Australian Magpie",0.6585,
"NR",09124548,"Australian Magpie",2.125,
"NR",09075633,"Australian Magpie",0.7196,
"NR",09100029,"Australian Magpie",2.2126,
"NR",09019989,"Australian Magpie",0.7094,
"NR",09122361,"Australian Magpie",2.1164,
"NR",09117384,"White Winged Chough",1.9247,
"NR",09019138,"White Winged Chough",0.4443,
"NR",09019148,"White Winged Chough",0.4825,
"NR",09113839,"White Winged Chough",2.1466,
"NR",09068875,"White Winged Chough",0.7274,
"NR",10092938,"Torresian Crow",2.5922,
"NR",09109016,"Little Crow",1.9198,
"NR",09053880,"Little Crow",0.542,
"NR",10038091,"Little Crow",0.8264,
"NR",09109028,"Little Crow",2.2555,
"NR",09108564,"Little Crow",2.1458,
"NR",10100048,"Australian Raven",2.6924,
"NR",06019321,"Regent Bowerbird",0.2298,
"NR",07161953,"Spotted Bowerbird",0.1585,
"NR",08266871,"Satin Bowerbird",0.6968,
"NR",09128963,"Satin Bowerbird",2.2204,
"NR",09002681,"Satin Bowerbird",0.6634,
"NR",08266763,"Satin Bowerbird",0.8265,
"NR",08266797,"Satin Bowerbird",0.8375,
"NR",09104538,"Satin Bowerbird",2.2183,
"NR",09048706,"Satin Bowerbird",0.6253,
"NR",09106878,"Satin Bowerbird",2.1708,
"NR",08185107,"Satin Bowerbird",0.4974,
"NR",09078450,"Satin Bowerbird",0.5691,
"NR",08251665,"Satin Bowerbird",0.7215,
"NR",09117774,"Satin Bowerbird",2.2314,
"NR",09003863,"Satin Bowerbird",0.5058,
"NR",09131011,"Satin Bowerbird",0.6519,
"NR",08260952,"Green Cat Bird",0.8568,
"NR",07247865,"Apostlebird",0.2548,
"NR",07161956,"Apostlebird",0.1629,
"NR",06165904,"Olive Backed Oriole",0.1874,
"NR",05096111,"Olive Backed Oriole",0.1964,
"NR",02505704,"Masked Finch",0.0476,
"NR",01641447,"Red Browed Firetail",0.0368,
"NR",02457289,"Red Browed Firetail",0.0466,
"NR",02445528,"Red Browed Firetail",0.0472,
"NR",01637422,"Red Browed Firetail",0.0361,
"NR",02393027,"Red Browed Firetail",0.0447,
"NR",02400142,"Red Browed Firetail",0.0432,
"NR",02378639,"Red Browed Firetail",0.0451,
"NR",01478426,"Red Browed Firetail",0.0396,
"NR",01527985,"Red Browed Firetail",0.0391,
"NR",01632730,"Double Barred Finch",0.0386,
"NR",01488717,"Double Barred Finch",0.0379,
"NR",01517065,"Double Barred Finch",0.0401,
"NR","2601Z1470","Zebra Finch",0.0333,
"NR",02370167,"Beautiful Firetail",0.0429,
"NR",07143015,"Noisy Friarbird",0.2343,
"NR",07203553,"Noisy Friarbird",0.2451,
"NR",07187616,"Noisy Friarbird",0.5711,
"NR",07157841,"Noisy Friarbird",0.1862,
"NR",07022904,"Noisy Friarbird",0.2611,
"NR",07178452,"Noisy Friarbird",0.2447,
"NR",07157714,"Bluefaced Honeyeater",0.1758,
"NR",07167716,"Bluefaced Honeyeater",0.2244,
"NR",07137272,"Bluefaced Honeyeater",0.1936,
"NR",05150747,"Spiny Cheeked Honeyeater",0.1118,
"NR",05093203,"Spiny Cheeked Honeyeater",0.19,
"NR",07167906,"Yellow Wattlebird",0.2299,
"NR",07205547,"Red Wattlebird",0.2434,
"NR",07178635,"Red Wattlebird",0.2359,
"NR",07192532,"Red Wattlebird",0.2337,
"NR",07052988,"Red Wattlebird",0.255,
"NR",07007019,"Red Wattlebird",0.2812,
"NR",07197810,"Red Wattlebird",0.243,
"NR",07007023,"Red Wattlebird",0.282,
"NR",07165623,"Red Wattlebird",0.6244,
"NR",07176616,"Red Wattlebird",0.5764,
"NR",07052990,"Red Wattlebird",0.269,
"NR",07052942,"Red Wattlebird",0.2559,
"NR",07140285,"Red Wattlebird",0.2469,
"NR",07183159,"Red Wattlebird",0.5981,
"NR",07158049,"Red Wattlebird",0.193,
"NR",07052996,"Red Wattlebird",0.2683,
"NR",07142681,"Red Wattlebird",0.1705,
"NR",07161444,"Red Wattlebird",0.1782,
"NR",07178409,"Red Wattlebird",0.2359,
"NR",07006573,"Red Wattlebird",0.2756,
"NR",07062559,"Red Wattlebird",0.4086,
"NR",07062459,"Red Wattlebird",0.3855,
"NR",07172530,"Red Wattlebird",0.2369,
"NR",07149560,"Red Wattlebird",0.258,
"NR",06165154,"Red Wattlebird",0.1834,
"NR",07172539,"Red Wattlebird",0.2402,
"NR",06207384,"Little Wattlebird",0.1601,
"NR",06224595,"Little Wattlebird",0.1454,
"NR",06181922,"Little Wattlebird",0.1736,
"NR",06198952,"Little Wattlebird",0.1651,
"NR",06159922,"Little Wattlebird",0.1391,
"NR",06196670,"Little Wattlebird",0.1605,
"NR",07213804,"Little Wattlebird",0.255,
"NR",06129724,"Little Wattlebird",0.1689,
"NR",06196657,"Little Wattlebird",0.1616,
"NR",06179807,"Little Wattlebird",0.1615,
"NR",06165345,"Little Wattlebird",0.1751,
"NR",06164324,"Little Wattlebird",0.1789,
"NR",06165314,"Little Wattlebird",0.1802,
"NR",04118268,"Little Wattlebird",0.1736,
"NR",06018663,"Little Wattlebird",0.212,
"NR",06166098,"Little Wattlebird",0.1816,
"NR",06123956,"Little Wattlebird",0.1844,
"NR",06160026,"Little Wattlebird",0.139,
"NR",06039136,"Little Wattlebird",0.2247,
"NR",06129549,"Little Wattlebird",0.2286,
"NR",05098697,"Yellow-throated Miner",0.1887,
"NR",05082399,"Yellow-throated Miner",0.1952,
"NR",05091343,"Yellow-throated Miner",0.1939,
"NR",05091324,"Yellow-throated Miner",0.1884,
"NR",05094951,"Yellow-throated Miner",0.1973,
"NR",05082400,"Yellow-throated Miner",0.1968,
"NR",06248409,"Noisy Miner",0.1645,
"NR",06132370,"Noisy Miner",0.6187,
"NR",06181935,"Noisy Miner",0.1677,
"NR",06206880,"Noisy Miner",0.1571,
"NR",06179345,"Noisy Miner",0.1264,
"NR",06227599,"Noisy Miner",0.1596,
"NR",06154227,"Noisy Miner",0.1381,
"NR",06019045,"Noisy Miner",0.2377,
"NR",06128847,"Noisy Miner",0.2265,
"NR",06166058,"Noisy Miner",0.1836,
"NR",06165932,"Noisy Miner",0.1851,
"NR",06196804,"Noisy Miner",0.144,
"NR",06166204,"Noisy Miner",0.1796,
"NR",06227598,"Noisy Miner",0.1671,
"NR",06165947,"Noisy Miner",0.1822,
"NR",06161842,"Noisy Miner",0.1778,
"NR",06227562,"Noisy Miner",0.1658,
"NR",06165929,"Noisy Miner",0.1816,
"NR",06159117,"Noisy Miner",0.1498,
"NR",04151583,"Bell Miner",0.073,
"NR",03383680,"White-cheeked Honeyeater",0.0715,
"NR",02390534,"White-cheeked Honeyeater",0.0448,
"NR",03287465,"White-cheeked Honeyeater",0.0699,
"NR",10089325,"Australian Raven",2.2106,
"NR",10100040,"Australian Raven",2.7004,
"NR",10105020,"Australian Raven",2.6692,
"NR",10094012,"Australian Raven",1.9794,
"NR",10093232,"Australian Raven",2.6615,
"NR",10090024,"Australian Raven",2.4417,
"NR",10095657,"Australian Raven",2.3811,
"NR",10095610,"Australian Raven",2.3043,
"NR",10090423,"Australian Raven",2.6965,
"NR",10010552,"Australian Raven",0.796,
"NR",10090415,"Australian Raven",2.6865,
"NR",10034175,"Australian Raven",0.7592,
"NR",13158643,"Southern Giant Petrel",5.1643,
"NR",13175729,"Southern Giant Petrel",4.8629,
"NR",13175728,"Southern Giant Petrel",4.5986,
"NR",00000883,"Gentoo Penguin",3.6717,
"NR","V21212","Southern Giant Petrel",2.2212,
"NR","V08159","Southern Giant Petrel",2.2239,
"NR","BS10248","Southern Giant Petrel",8.0126,
"NR",05156654,"Southern Giant Petrel",5.6513,
"NR",13133464,"Southern Giant Petrel",5.0658,
"NR",13133460,"Southern Giant Petrel",5.0548,
"NR",13073150,"Southern Giant Petrel",3.7695,
"NR",13147162,"Southern Giant Petrel",5.0674,
"NR",13152111,"Southern Giant Petrel",5.0909,
"NR",10090215,"Grey Currawong",2.5368,
"NR",09113558,"Grey Currawong",2.1996,
"NR",09115678,"Grey Currawong",2.2055,
"NR",09117781,"Grey Currawong",2.2283,
"NR",09116986,"Grey Currawong",2.2231,
"NR",10040019,"Grey Currawong",0.8737,
"NR",10036398,"Grey Currawong",0.8362,
"NR",10036396,"Grey Currawong",0.8107,
"NR",10036375,"Grey Currawong",0.7907,
"NR",09033169,"Grey Currawong",0.716,
"NR",09115176,"Black Currawong",2.2611,
"NR",09112450,"Black Currawong",2.1899,
"NR",09033153,"Black Currawong",0.7033,
"NR",09113881,"Black Currawong",2.2184,
"NR",09112428,"Black Currawong",2.233,
"NR",09112410,"Black Currawong",2.2351,
"NR",09112409,"Black Currawong",2.2424,
"NR",09040899,"Pied Currawong",0.746,
"NR",09124528,"Pied Currawong",2.1373,
"NR",09125425,"Pied Currawong",2.1601,
"NR",09120466,"Pied Currawong",2.1635,
"NR",09135558,"Pied Currawong",2.1719,
"NR",09120457,"Pied Currawong",2.139,
"NR",09075004,"Pied Currawong",0.7277,
"NR",09130695,"Pied Currawong",2.1124,
"NR",09032758,"Pied Currawong",0.7482,
"NR",09040650,"Pied Currawong",0.7506,
"NR",09101500,"Pied Currawong",1.8999,
"NR",09124501,"Pied Currawong",2.154,
"NR",09104534,"Pied Currawong",2.2279,
"NR",09111558,"Pied Currawong",2.0853,
"NR",09121501,"Pied Currawong",2.2019,
"NR",09114194,"Pied Currawong",2.1569,
"NR",09118031,"Pied Currawong",2.238,
"NR",09101591,"Pied Currawong",1.6833,
"NR",09100151,"Pied Currawong",1.7615,
"NR",09115963,"Pied Currawong",2.2049,
"NR",09117937,"Pied Currawong",2.2082,
"NR",09115465,"Pied Currawong",2.2146,
"NR",09117807,"Pied Currawong",2.2029,
"NR",09115459,"Pied Currawong",2.2468,
"NR",09115987,"Pied Currawong",2.2474,
"NR",09023911,"Pied Currawong",0.662,
"NR",09075052,"Pied Currawong",0.7269,
"NR",09033039,"Australian Magpie",0.641,
"NR",09118650,"Australian Magpie",2.2083,
"NR",09035539,"Australian Magpie",2.132,
"NR",09040824,"Australian Magpie",0.742,
"NR",09131056,"Australian Magpie",0.6543,
"NR",09031056,"Australian Magpie",0.7048,
"NR",09116787,"Australian Magpie",2.0596,
"NR",09136849,"Australian Magpie",2.177,
"NR",09112606,"Australian Magpie",2.0382,
"NR",09131639,"Australian Magpie",0.635,
"NR",09121505,"Australian Magpie",2.0883,
"NR",09119019,"Australian Magpie",1.9227,
"NR",09126246,"Australian Magpie",2.1634,
"NR",09124498,"Australian Magpie",2.1335,
"NR",09014674,"Australian Magpie",2.2054,
"NR",09071840,"Australian Magpie",0.5511,
"NR",09040575,"Australian Magpie",0.627,
"NR",09137808,"Australian Magpie",2.1092,
"NR",09117108,"Australian Magpie",2.2254,
"NR",09105330,"Australian Magpie",2.1145,
"NR",09123603,"Australian Magpie",2.1501,
"NR",09117187,"Australian Magpie",2.1572,
"NR",09084869,"Australian Magpie",1.1381,
"NR",09114085,"Australian Magpie",2.1847,
"NR",09087693,"Australian Magpie",0.6237,
"NR",09040747,"Australian Magpie",0.7508,
"NR",09123587,"Australian Magpie",2.1621,
"NR",09116733,"Australian Magpie",2.0855,
"NR",09116687,"Australian Magpie",2.1779,
"NR",09077211,"Australian Magpie",0.6947,
"NR",09077237,"Australian Magpie",0.7007,
"NR",09040866,"Australian Magpie",0.6965,
"NR",09032737,"Australian Magpie",0.7418,
"NR",09113458,"Australian Magpie",2.2199,
"NR",09113455,"Australian Magpie",2.1962,
"NR",09040774,"Australian Magpie",0.75,
"NR",10098513,"Lord Howe Island Woodhen",2.5869,
"NR",10092068,"Lord Howe Island Woodhen",2.6369,
"NR",10093551,"Lord Howe Island Woodhen",2.6781,
"NR",10095191,"Lord Howe Island Woodhen",2.3697,
"NR",10092081,"Lord Howe Island Woodhen",2.6302,
"NR",10093558,"Lord Howe Island Woodhen",2.6724,
"NR",10095029,"Lord Howe Island Woodhen",2.3743,
"NR",10092107,"Lord Howe Island Woodhen",2.6025,
"NR",10092018,"Lord Howe Island Woodhen",2.4667,
"NR",10095090,"Lord Howe Island Woodhen",2.3665,
"NR",10092037,"Lord Howe Island Woodhen",2.6,
"NR",10090970,"Lord Howe Island Woodhen",2.5929,
"NR",10095125,"Lord Howe Island Woodhen",2.3823,
"NR",10095148,"Lord Howe Island Woodhen",2.3591,
"NR",10092045,"Lord Howe Island Woodhen",2.5587,
"NR",10095049,"Lord Howe Island Woodhen",2.3639,
"NR",10094913,"Lord Howe Island Woodhen",2.3699,
"NR",10094965,"Lord Howe Island Woodhen",2.3746,
"NR",10094990,"Lord Howe Island Woodhen",2.3393,
"NR",10093594,"Lord Howe Island Woodhen",2.6758,
"NR",10090962,"Lord Howe Island Woodhen",2.6343,
"NR",10084830,"Lord Howe Island Woodhen",2.5856,
"NR",10098521,"Lord Howe Island Woodhen",2.5879,
"NR",10098511,"Lord Howe Island Woodhen",2.5923,
"NR",29007762,"Royal Penguin",8.3169,
"NR",13196192,"Northern Giant Petrel",5.0298,
"NR",13152263,"Northern Giant Petrel",5.1113,
"NR",13147100,"Northern Giant Petrel",5.081,
"NR",13073727,"Northern Giant Petrel",3.2121,
"NR",13073737,"Northern Giant Petrel",3.4529,
"NR",13048935,"Northern Giant Petrel",2.2654,
"NR",13061562,"Northern Giant Petrel",2.4169,
"NR",13073734,"Northern Giant Petrel",2.8102,
"NR",01306127,"Northern Giant Petrel",2.5807,
"NR",01306153,"Northern Giant Petrel",3.0012,
"NR",09087614,"Australian Magpie",0.7084,
"NR",09118455,"Australian Magpie",2.2461,
"NR",09071805,"Australian Magpie",0.5709,
"NR",09077230,"Australian Magpie",0.684,
"NR",09116678,"Australian Magpie",2.1928,
"NR",09124953,"Australian Magpie",2.1602,
"NR",09116099,"Australian Magpie",2.2004,
"NR",09119933,"Australian Magpie",2.1698,
"NR",09071890,"Australian Magpie",0.6835,
"NR",09032230,"Australian Magpie",0.7124,
"NR",09116138,"Australian Magpie",2.1589,
"NR",09033008,"Australian Magpie",0.6937,
"NR",09116749,"Australian Magpie",2.22,
"NR",09116747,"Australian Magpie",2.2181,
"NR",09118235,"Australian Magpie",2.2146,
"NR",09113781,"Australian Magpie",2.138,
"NR",09049734,"Australian Magpie",0.6623,
"NR",09115234,"Australian Magpie",2.2076,
"NR",09090223,"Australian Magpie",0.7093,
"NR",09116888,"Australian Magpie",2.1975,
"NR",09113005,"Australian Magpie",2.212,
"NR",09083177,"Australian Magpie",1.042,
"NR",09083179,"Australian Magpie",1.0356,
"NR",09033063,"Australian Magpie",0.7184,
"NR",09031617,"Australian Magpie",0.6228,
"NR",09106375,"Australian Magpie",2.2,
"NR",09033069,"Australian Magpie",0.7391,
"NR",09033006,"Australian Magpie",0.7395,
"NR",09033055,"Australian Magpie",0.7437,
"NR",09113319,"Australian Magpie",2.2302,
"NR",09105778,"Australian Magpie",2.1869,
"NR",09040529,"Australian Magpie",0.7252,
"NR",09113279,"Australian Magpie",2.2116,
"NR",09040562,"Australian Magpie",0.715,
"NR",09113195,"Australian Magpie",2.2347,
"NR",09113453,"Australian Magpie",2.234,
"NR",09113182,"Australian Magpie",2.2031,
"NR",09111151,"Australian Magpie",2.1049,
"NR",09113127,"Australian Magpie",2.2207,
"NR",09048225,"Australian Magpie",0.7459,
"NR",09077182,"Australian Magpie",0.6596,
"NR",09044155,"Australian Magpie",0.751,
"NR",09112707,"Australian Magpie",2.2397,
"NR",10085319,"Australian Magpie",2.7415,
"NR",09033149,"Australian Magpie",0.7111,
"NR",10089914,"Australian Magpie",2.7083,
"NR",10089913,"Australian Magpie",2.7072,
"NR",06183351,"Grey Butcherbird",0.1636,
"NR",06088851,"Grey Butcherbird",0.2256,
"NR",06115123,"Grey Butcherbird",0.2246,
"NR",07181032,"Grey Butcherbird",0.2445,
"NR",07213937,"Pied Bowerbird",0.2533,"Pied Butcherbird?"
"NR",07212658,"Pied Bowerbird",0.6417,"Pied Butcherbird?"
"NR",07189806,"Pied Bowerbird",0.5894,"Pied Butcherbird?"
"NR",07145754,"Pied Bowerbird",0.2215,"Pied Butcherbird?"
"NR",07087978,"Pied Bowerbird",0.4014,"Pied Butcherbird?"
"NR",05129985,"Common Tern",0.2127,
"NR",05159607,"Common Tern",0.2145,
"NR",00136493,"Atherton Scrubwren",0.061,
"NR",03201354,"House Sparrow",0.0724,
"NR",03357592,"House Sparrow",0.0697,
"NR",03195427,"House Sparrow",0.059,
"NR",03204423,"House Sparrow",0.0736,
"NR",03182620,"House Sparrow",0.123,
"NR",03176618,"House Sparrow",0.0815,
"NR",03272670,"House Sparrow",0.0742,
"NR",03272767,"House Sparrow",0.0744,
"NR",03272762,"House Sparrow",0.0739,
"NR",03187908,"House Sparrow",0.1249,
"NR",03305102,"House Sparrow",0.0712,
"NR",03285505,"House Sparrow",0.0694,
"NR",03203792,"House Sparrow",0.0724,
"NR",03286183,"House Sparrow",0.0679,
"NR",03305692,"House Sparrow",0.0724,
"NR",03305116,"House Sparrow",0.0721,"labelled as 03305118 on plastic slip"
"NR",03325985,"House Sparrow",0.0704,
"NR",03348060,"House Sparrow",0.0732,
"NR",03325176,"House Sparrow",0.0633,
"NR",03333138,"House Sparrow",0.0624,
"NR",03304331,"House Sparrow",0.0684,
"NR",03323809,"House Sparrow",0.0704,
"NR",03397309,"House Sparrow",0.0708,
"NR",08139127,"Providence Petrel",0.3241,
"NR",08139416,"Providence Petrel",0.3509,
"NR",01701159,"Striated Pardalote",0.0408,
"NR",06003168,"Blackbird",0.2403,
"NR",06123880,"Blackbird",0.1992,
"NR",06154615,"Blackbird",0.1418,
"NR",06119750,"Blackbird",0.1921,
"NR",06165339,"Blackbird",0.175,
"NR",06168871,"Blackbird",0.1822,
"NR",06165126,"Blackbird",0.1817,
"NR",06159636,"Blackbird",0.134,
"NR",06150082,"Blackbird",0.1408,
"NR",06180021,"Blackbird",0.1659,
"NR",06123545,"Blackbird",0.2109,
"NR",06159099,"Blackbird",0.1723,
"NR",06183918,"Blackbird",0.1721,
"NR",06178977,"Blackbird",0.1734,
"NR",06123831,"Blackbird",0.1915,
"NR",06167303,"Blackbird",0.1776,
"NR",06166283,"Blackbird",0.1839,
"NR",06155664,"Blackbird",0.1303,
"NR",05099826,"Blackbird",0.1884,
"NR",06165119,"Blackbird",0.1738,
"NR",06173937,"Blackbird",0.2281,
"NR",06203096,"Blackbird",0.146,
"NR",06195209,"Blackbird",0.159,
"NR",06176544,"Blackbird",0.1663,
"NR",06155925,"Blackbird",0.124,
"NR",06224272,"Blackbird",0.1577,
"NR",06159936,"Blackbird",0.1749,
"NR",06167553,"Blackbird",0.1598,
"NR",06184831,"Blackbird",0.1447,
"NR",06152726,"Blackbird",0.1453,
"NR",06128916,"Blackbird",0.1949,
"NR",06119541,"Blackbird",0.2369,
"NR",06155934,"Blackbird",0.1507,
"NR",06123912,"Blackbird",0.2288,
"NR",06159634,"Blackbird",0.1493,
"NR",06155936,"Blackbird",0.151,
"NR",06159960,"Blackbird",0.1501,
"NR",06159572,"Blackbird",0.1495,
"NR",06159961,"Blackbird",0.1477,
"NR",06123967,"Blackbird",0.2149,
"NR",06018606,"Blackbird",0.1934,
"NR",06106693,"Blackbird",0.2222,
"NR",06159755,"Blackbird",0.1477,
"NR",06159968,"Blackbird",0.1494,
"NR",06152980,"Blackbird",0.1381,
"NR",06123881,"Blackbird",0.2176,
"NR",06108015,"Blackbird",0.2343,
"NR",06156118,"Blackbird",0.1396,
"NR",06123882,"Blackbird",0.2074,
"NR",06159897,"Blackbird",0.1437,
"NR",00616888,"Blackbird",0.1798,
"NR",06162837,"Blackbird",0.1729,
"NR",06236677,"Blackbird",0.1604,
"NR",06224073,"Blackbird",0.1634,
"NR",06153445,"Blackbird",0.146,
"NR",06159597,"Blackbird",0.1081,
"NR",06196656,"Blackbird",0.156,
"NR",06162824,"Blackbird",0.1555,
"NR",06181858,"Blackbird",0.1663,
"NR",06106646,"Blackbird",0.1249,
"NR",06166280,"Blackbird",0.171,
"NR",06164461,"Blackbird",0.159,
"NR",06181882,"Blackbird",0.1762,
"NR",06022187,"Blackbird",0.2325,
"NR",06154666,"Blackbird",0.1239,
"NR",07050545,"Blackbird",0.2053,
"NR",06128589,"Blackbird",0.2014,
"NR",08013265,"Spotted Turtle Dove",0.5847,
"NR",08070676,"Spotted Turtle Dove",0.2896,
"NR",08185145,"Spotted Turtle Dove",0.5936,
"NR",08193512,"Spotted Turtle Dove",0.5705,
"NR",08204017,"Spotted Turtle Dove",0.5775,
"NR",08201005,"Spotted Turtle Dove",0.5876,
"NR",08261570,"Spotted Turtle Dove",0.8605,
"NR",08202949,"Spotted Turtle Dove",0.6092,
"NR",08267344,"Spotted Turtle Dove",0.8549,
"NR",08204006,"Spotted Turtle Dove",0.6147,
"NR",08193655,"Spotted Turtle Dove",0.591,
"NR",08201044,"Spotted Turtle Dove",0.6098,
"NR",08183360,"Spotted Turtle Dove",0.5836,
"NR",08032153,"Spotted Turtle Dove",0.3092,
"NR",07197806,"Laughing Turtle Dove",0.247,
"NR",07203886,"Laughing Turtle Dove",0.2573,
"NR",07157642,"Laughing Turtle Dove",0.1898,
"NR",12138501,"Great Skua",4.3189,
"NR",12046247,"South Polar Skua",1.8069,
"NR",12046403,"South Polar Skua",1.853,
"NR",11117522,"Kelp Gull",3.2602,
"NR",11119775,"Kelp Gull",3.4803,
"NR",11121985,"Kelp Gull",3.6135,
"NR",11121484,"Kelp Gull",3.4856,
"NR",11110141,"Kelp Gull",3.2041,
"NR",11098240,"Kelp Gull",2.5736,
"NR",11112678,"Kelp Gull",3.2092,
"NR",11099453,"Kelp Gull",3.0243,
"NR",11101916,"Kelp Gull",3.0891,
"NR",11120723,"Kelp Gull",3.6197,
"NR",11110934,"Kelp Gull",3.3749,
"NR",11121616,"Kelp Gull",3.4588,
"NR",11112583,"Kelp Gull",3.204,
"NR",11099357,"Kelp Gull",2.8874,
"NR",11095981,"Kelp Gull",3.1615,
"NR",11121723,"Kelp Gull",3.5589,
"NR",11112661,"Kelp Gull",3.4336,
"NR",11101424,"Kelp Gull",3.533,
"NR",11117575,"Kelp Gull",3.4659,
"NR",11106310,"Kelp Gull",3.4551,
"NR",11106257,"Kelp Gull",3.4132,
"NR",11121631,"Kelp Gull",3.6043,
"NR",11117530,"Kelp Gull",3.3419,
"NR",11112622,"Kelp Gull",3.3606,
"NR",11098465,"Kelp Gull",2.8325,
"NR",11110063,"Kelp Gull",3.2211,
"NR",11104325,"Kelp Gull",3.3867,
"NR",11106371,"Kelp Gull",3.2623,
"NR",11096700,"Kelp Gull",2.8592,
"NR",11096195,"Kelp Gull",3.5103,
"NR",11099286,"Kelp Gull",2.9168,
"NR",111133374,"Kelp Gull",3.5374,
"NR",11096728,"Kelp Gull",3.0613,
"NR",11096206,"Kelp Gull",3.3245,
"NR",11113108,"Kelp Gull",3.3733,
"NR",11109939,"Kelp Gull",3.33,
"NR",11113041,"Kelp Gull",3.4555,
"NR",11093604,"Kelp Gull",3.0928,
"NR",11101772,"Kelp Gull",3.4645,
"NR",11101895,"Kelp Gull",3.4241,
"NR",11099696,"Kelp Gull",3.3727,
"NR",11100805,"Kelp Gull",3.4523,
"NR",11099828,"Kelp Gull",3.2246,
"NR",11092822,"Kelp Gull",3.1826,
"NR",11103695,"Kelp Gull",3.4047,
"NR",11106434,"Kelp Gull",3.5941,
"NR",11106700,"Kelp Gull",3.6131,
"NR",11106624,"Kelp Gull",3.629,
"NR",11106627,"Kelp Gull",3.6332,
"NR",11106732,"Kelp Gull",3.6212,
"NR",11100154,"Kelp Gull",3.2336,
"NR",11104227,"Kelp Gull",3.6073,
"NR",11105479,"Kelp Gull",3.5687,
"NR",11105452,"Kelp Gull",3.5595,
"NR",11106771,"Kelp Gull",3.6088,
"NR",11103561,"Kelp Gull",3.3494,
"NR",11106655,"Kelp Gull",3.6117,
"NR",11103547,"Kelp Gull",3.3941,
"NR",11100057,"Kelp Gull",3.2253,
"NR",11102067,"Kelp Gull",3.5105,
"NR",11108391,"Kelp Gull",3.6063,
"NR",11108660,"Kelp Gull",3.6151,
"NR",11108317,"Kelp Gull",3.6025,
"NR",11105536,"Kelp Gull",3.4628,
"NR",11096083,"Kelp Gull",3.0374,
"NR",11102005,"Kelp Gull",3.5201,
"NR",11099500,"Kelp Gull",3.1048,
"NR",11113047,"Kelp Gull",3.5049,
