"Box","Band_no","Species","Mass","Notes"
"C02",05143341,"Peaceful Dove",0.1092,
"C02",05144661,"Peaceful Dove",0.1109,
"C02",05143486,"Peaceful Dove",0.1094,
"C02",05143353,"Peaceful Dove",0.1099,
"C02",05147317,"Peaceful Dove",0.1099,
"C02",06128410,"Peaceful Dove",0.2308,
"C02","K000683","Peaceful Dove",0.0635,
"C02",06204202,"Peaceful Dove",0.1674,
"C02",05174142,"Peaceful Dove",0.1057,
"C02",09104938,"Common Bronzewing",2.2432,
"C02",09089023,"Common Bronzewing",0.7209,
"C02",09089625,"Common Bronzewing",0.7145,
"C02",08192706,"Crested Pigeon",0.6004,
"C02",08274560,"Crested Pigeon",0.779,
"C02",08171869,"Crested Pigeon",0.5977,
"C02",08043277,"Crested Pigeon",0.3045,
"C02",08201009,"Crested Pigeon",0.6052,
"C02",08193504,"Crested Pigeon",0.5959,
"C02",08192327,"Crested Pigeon",0.5965,
"C02",08261606,"Crested Pigeon",0.8687,
"C02",08193651,"Crested Pigeon",0.5907,
"C02",08083064,"Crested Pigeon",0.2914,
"C02",08192378,"Crested Pigeon",0.5991,
"C02",08034177,"Crested Pigeon",0.3053,
"C02",08203493,"Crested Pigeon",0.6169,
"C02",08272388,"Crested Pigeon",0.7867,
"C02",08204112,"Crested Pigeon",0.5978,
"C02",08192215,"Crested Pigeon",0.5708,
"C02",08291483,"Crested Pigeon",0.8047,
"C02",08261317,"Crested Pigeon",0.8671,
"C02",08273459,"Crested Pigeon",0.7801,
"C02",08282152,"Crested Pigeon",0.2993,
"C02",08248866,"Crested Pigeon",0.8327,
"C02",08280112,"Crested Pigeon",0.2975,
"C02",08219550,"Crested Pigeon",0.5846,
"C02",08280094,"Crested Pigeon",0.2862,
"C02",08192048,"Crested Pigeon",0.5932,
"C02",10070803,"Wonga Pigeon",0.8412,
"C02",10070805,"Wonga Pigeon",0.7965,
"C02",08274879,"Buff-banded Rail",0.7788,
"C02",05048140,"White-faced Storm Petrel",0.2885,
"C02",05105426,"White-faced Storm Petrel",0.3239,
"C02",05113130,"White-faced Storm Petrel",0.3135,
"C02",05144374,"White-faced Storm Petrel",0.1107,
"C02",16180174,"Wedge-tailed Shearwater",1.009,
"C02",16197798,"Wedge-tailed Shearwater",1.0232,
"C02",16210261,"Wedge-tailed Shearwater",1.0749,
"C02",16089513,"Wedge-tailed Shearwater",1.0869,
"C02",16145247,"Wedge-tailed Shearwater",0.9969,
"C02",16132505,"Wedge-tailed Shearwater",1.1057,
"C02",16132627,"Wedge-tailed Shearwater",0.9695,
"C02",16145781,"Wedge-tailed Shearwater",1.0357,
"C02",16217624,"Wedge-tailed Shearwater",1.0613,
"C02",16218143,"Wedge-tailed Shearwater",1.0414,
"C02",16148602,"Wedge-tailed Shearwater",1.0084,
"C02",16186541,"Wedge-tailed Shearwater",1.0144,
"C02",16197659,"Wedge-tailed Shearwater",1.0189,
"C02",16148897,"Wedge-tailed Shearwater",1.0132,
"C02",16095471,"Wedge-tailed Shearwater",1.0436,
"C02",16121628,"Wedge-tailed Shearwater",0.9944,
"C02",16061999,"Wedge-tailed Shearwater",1.1272,
"C02",16022667,"Wedge-tailed Shearwater",1.4738,
"C02",16208564,"Wedge-tailed Shearwater",1.0311,
"C02",16135145,"Wedge-tailed Shearwater",1.2462,
"C02",16022659,"Wedge-tailed Shearwater",1.3518,
"C02",16135106,"Wedge-tailed Shearwater",1.4373,
"C02",16202848,"Wedge-tailed Shearwater",1.0237,"*you typed it in as 16202484 instead of 16202848"
"C02",16135154,"Wedge-tailed Shearwater",1.2655,
"C02",16156875,"Wedge-tailed Shearwater",0.9965,
"C02",16160982,"Wedge-tailed Shearwater",1.0075,
"C02",16197706,"Wedge-tailed Shearwater",1.0264,
"C02",16197712,"Wedge-tailed Shearwater",1.0286,
"C02",16197767,"Wedge-tailed Shearwater",1.0271,
"C02",16203091,"Wedge-tailed Shearwater",1.0293,
"C02",16197733,"Wedge-tailed Shearwater",1.0229,
"C02",16197752,"Wedge-tailed Shearwater",1.0296,
"C02",16160990,"Wedge-tailed Shearwater",1.0121,
"C02",16183050,"Wedge-tailed Shearwater",1.0178,
"C02",16191842,"Wedge-tailed Shearwater",1.0311,
"C02",16192136,"Wedge-tailed Shearwater",1.0327,
"C02",16207350,"Wedge-tailed Shearwater",1.0296,
"C02",16137759,"Wedge-tailed Shearwater",1.0937,
"C02",16202679,"Wedge-tailed Shearwater",1.0292,
"C02",16172385,"Wedge-tailed Shearwater",0.9903,
"C02",16172093,"Wedge-tailed Shearwater",0.9957,
"C02",16172483,"Wedge-tailed Shearwater",0.9941,
"C02",08170933,"Wedge-tailed Shearwater",0.2349,
"C02",08171595,"Wedge-tailed Shearwater",0.3153,
"C02",08171400,"Wedge-tailed Shearwater",0.2465,
"C02",08171369,"Wedge-tailed Shearwater",0.248,
"C02",08171576,"Wedge-tailed Shearwater",0.2943,
"C02",16155255,"Wedge-tailed Shearwater",1.0222,
"C02",16095435,"Wedge-tailed Shearwater",0.9643,
"C02",16075508,"Wedge-tailed Shearwater",0.8607,
"C02",16131598,"Wedge-tailed Shearwater",0.9296,
"C02",16135139,"Wedge-tailed Shearwater",1.3948,
"C02",16226352,"Wedge-tailed Shearwater",1.0587,
"C02",16206573,"Wedge-tailed Shearwater",1.0461,
"C02",16203043,"Wedge-tailed Shearwater",1.0193,
"C02",16206572,"Wedge-tailed Shearwater",1.044,
"C02",16216574,"Wedge-tailed Shearwater",1.0471,
"C02",16206546,"Wedge-tailed Shearwater",1.0494,
"C02",16206538,"Wedge-tailed Shearwater",1.0459,
"C02",16206506,"Wedge-tailed Shearwater",1.0442,
"C02",16206564,"Wedge-tailed Shearwater",1.039,
"C02",16203038,"Wedge-tailed Shearwater",1.0172,
"C02",16206595,"Wedge-tailed Shearwater",1.0453,
"C02",16223999,"Wedge-tailed Shearwater",1.0409,
"C02",16221201,"Wedge-tailed Shearwater",1.0267,
"C02",16203041,"Wedge-tailed Shearwater",1.0168,
"C02",16206502,"Wedge-tailed Shearwater",1.044,
"C02",16206513,"Wedge-tailed Shearwater",1.0454,
"C02",16203016,"Wedge-tailed Shearwater",1.0163,
"C02",16206545,"Wedge-tailed Shearwater",1.0535,
"C02",16206565,"Wedge-tailed Shearwater",1.0421,
"C02",16206533,"Wedge-tailed Shearwater",1.0522,
"C02",16206581,"Wedge-tailed Shearwater",1.044,
"C02",16206561,"Wedge-tailed Shearwater",1.0401,
"C02",16206579,"Wedge-tailed Shearwater",1.0477,
"C02",16206568,"Wedge-tailed Shearwater",1.0426,"*corrected from 16216568"
"C02",16206527,"Wedge-tailed Shearwater",1.0505,
"C02",16206504,"Wedge-tailed Shearwater",1.0416,
"C02",16206505,"Wedge-tailed Shearwater",1.0439,
"C02",16197707,"Wedge-tailed Shearwater",1.0174,
"C02",16203079,"Wedge-tailed Shearwater",1.0149,
"C02",16206592,"Wedge-tailed Shearwater",1.0439,
"C02",16206585,"Wedge-tailed Shearwater",1.0391,
"C02",16197754,"Wedge-tailed Shearwater",1.0134,
"C02",16197791,"Wedge-tailed Shearwater",1.023,
"C02",16203066,"Wedge-tailed Shearwater",1.0134,
"C02",16197730,"Wedge-tailed Shearwater",1.0166,
"C02",16197788,"Wedge-tailed Shearwater",1.0168,
"C02",16160986,"Wedge-tailed Shearwater",1.0003,
"C02",16203024,"Wedge-tailed Shearwater",1.0197,
"C02",16203027,"Wedge-tailed Shearwater",1.015,
"C02",16197703,"Wedge-tailed Shearwater",1.0258,
"C02",16197743,"Wedge-tailed Shearwater",1.0135,
"C02",16197771,"Wedge-tailed Shearwater",1.0215,
"C02",16203096,"Wedge-tailed Shearwater",1.0118,
"C02",16145272,"Wedge-tailed Shearwater",0.557,
"C02",16187155,"Wedge-tailed Shearwater",0.996,
"C02",16193185,"Wedge-tailed Shearwater",1.0198,
"C02",16212116,"Wedge-tailed Shearwater",1.045,
"C02",16160683,"Wedge-tailed Shearwater",0.9845,
"C02",16197332,"Wedge-tailed Shearwater",1.0187,
"C02",16121817,"Wedge-tailed Shearwater",1.1484,
"C02",16203151,"Wedge-tailed Shearwater",1.0178,
"C02",16164842,"Wedge-tailed Shearwater",1.0058,
"C02",16141631,"Wedge-tailed Shearwater",0.9581,
"C02",16221333,"Wedge-tailed Shearwater",1.0387,
"C02",16205192,"Wedge-tailed Shearwater",1.0584,
"C02",16222456,"Wedge-tailed Shearwater",1.0357,
"C02",16095464,"Wedge-tailed Shearwater",1.1004,
"C02",16022639,"Wedge-tailed Shearwater",1.5801,
"C02",16206528,"Wedge-tailed Shearwater",1.0506,
"C02",16210778,"Wedge-tailed Shearwater",1.0606,
"C02",16089562,"Wedge-tailed Shearwater",0.7405,
"C02",16022636,"Wedge-tailed Shearwater",1.4411,
"C02",16145282,"Wedge-tailed Shearwater",0.8176,
"C02",16226185,"Wedge-tailed Shearwater",1.061,
"C02",16226404,"Wedge-tailed Shearwater",1.0592,
"C02",16206577,"Wedge-tailed Shearwater",1.0471,
"C02",16224502,"Wedge-tailed Shearwater",1.0435,
"C02",16206510,"Wedge-tailed Shearwater",1.0415,
"C02",16206594,"Wedge-tailed Shearwater",1.0424,
"C02",16165012,"Wedge-tailed Shearwater",0.9849,
"C02",16176403,"Wedge-tailed Shearwater",0.9922,
"C02",16208363,"Wedge-tailed Shearwater",1.028,
"C02",11107432,"Dusky Moorhen",3.5683,
"C02",11102987,"Dusky Moorhen",3.4969,
"C02",08240716,"Bar-shouldered Dove",0.8069,
"C02",08083034,"Bar-shouldered Dove",0.3003,
"C02",08082726,"Bar-shouldered Dove",0.3021,
"C02",07016013,"Emerald Dove",0.2704,
"C02",11096679,"Eurasian Coot",2.9989,
"C02",10094653,"Eurasian Coot",2.3662,
"C02",16229068,"Short-tailed Shearwater",1.0501,
"C02",16144136,"Short-tailed Shearwater",1.6156,
"C02",16133176,"Short-tailed Shearwater",1.1225,
"C02",16229127,"Short-tailed Shearwater",1.0504,
"C02",16161941,"Short-tailed Shearwater",1.022,
"C02",16003692,"Short-tailed Shearwater",1.6452,
"C02",16234855,"Short-tailed Shearwater",1.0527,
"C02",16229182,"Short-tailed Shearwater",1.0448,
"C02",16161904,"Short-tailed Shearwater",1.011,
"C02",16231653,"Short-tailed Shearwater",1.0579,
"C02",16221118,"Short-tailed Shearwater",1.0219,
"C02",16230809,"Short-tailed Shearwater",1.0528,
"C02",16240259,"Short-tailed Shearwater",1.0309,
"C02",16215438,"Short-tailed Shearwater",1.0595,
"C02",16087302,"Short-tailed Shearwater",1.1637,
"C02",16147836,"Short-tailed Shearwater",1.0293,
"C02",16124749,"Short-tailed Shearwater",1.0857,
"C02",16135138,"Short-tailed Shearwater",1.3774,
"C02",16215324,"Short-tailed Shearwater",1.0595,
"C02",16149689,"Short-tailed Shearwater",1.0255,
"C02",16003487,"Short-tailed Shearwater",1.6271,
"C02",16160372,"Short-tailed Shearwater",1.0097,
"C02",16121208,"Short-tailed Shearwater",1.0732,
"C02",16148580,"Short-tailed Shearwater",1.0335,
"C02",16179706,"Short-tailed Shearwater",1.0176,
"C02",16121186,"Short-tailed Shearwater",1.0596,
"C02",16102657,"Short-tailed Shearwater",0.919,
"C02",16137490,"Short-tailed Shearwater",0.93,
"C02",16099452,"Short-tailed Shearwater",1.5831,
"C02",16106521,"Short-tailed Shearwater",0.7743,
"C02",16080316,"Short-tailed Shearwater",1.5755,
"C02",16178757,"Short-tailed Shearwater",1.0196,
"C02",16148005,"Short-tailed Shearwater",1.0308,
"C02",16206549,"Short-tailed Shearwater",1.0453,
"C02",16179373,"Short-tailed Shearwater",1.0236,
"C02",16201757,"Short-tailed Shearwater",1.0223,
"C02",16240467,"Short-tailed Shearwater",1.021,
"C02",16157963,"Short-tailed Shearwater",1.0064,
"C02",16220917,"Short-tailed Shearwater",1.0254,
"C02",16136060,"Short-tailed Shearwater",1.3467,
"C02",16229157,"Short-tailed Shearwater",1.0495,
"C02",16099278,"Short-tailed Shearwater",1.0578,
"C02",16236163,"Short-tailed Shearwater",1.0073,
"C02",16123849,"Short-tailed Shearwater",1.2433,
"C02",16201446,"Short-tailed Shearwater",1.0143,
"C02",16201711,"Short-tailed Shearwater",1.0231,
"C02",16236445,"Short-tailed Shearwater",1.0319,
"C02",16115171,"Short-tailed Shearwater",1.7098,
"C02",16206330,"Short-tailed Shearwater",1.0489,
"C02",16145965,"Short-tailed Shearwater",1.3262,
"C02",16182569,"Short-tailed Shearwater",1.0135,
"C02",16148919,"Short-tailed Shearwater",1.0377,
"C02",16069918,"Short-tailed Shearwater",1.6268,
"C02",16137444,"Short-tailed Shearwater",1.3725,
"C02",16171629,"Short-tailed Shearwater",0.9964,
"C02",16161576,"Short-tailed Shearwater",1.0105,
"C02",16202254,"Short-tailed Shearwater",1.0294,
"C02",16192768,"Short-tailed Shearwater",1.0318,
"C02",16069472,"Short-tailed Shearwater",1.6706,
"C02",16215474,"Short-tailed Shearwater",1.0485,
"C02",16110418,"Short-tailed Shearwater",1.0357,
"C02",16069058,"Short-tailed Shearwater",1.6503,
"C02",16121426,"Short-tailed Shearwater",1.2468,
"C02",16134668,"Short-tailed Shearwater",1.3003,
"C02",16111255,"Short-tailed Shearwater",1.6773,
"C02",16202190,"Short-tailed Shearwater",1.0262,
"C02",16221044,"Short-tailed Shearwater",1.0258,
"C02",16125839,"Flesh-footed Shearwater",1.3604,
"C02",16116962,"Flesh-footed Shearwater",1.3453,
"C02",16122438,"Flesh-footed Shearwater",1.1591,
"C02",16210042,"Flesh-footed Shearwater",1.077,
"C02",16210047,"Flesh-footed Shearwater",1.0771,
"C02",16176598,"Flesh-footed Shearwater",0.999,
"C02",16050182,"Flesh-footed Shearwater",1.39,
"C02",16176633,"Flesh-footed Shearwater",0.9983,
"C02",14039602,"Wandering Albatross",6.7336,
"C02",14030910,"Wandering Albatross",7.4149,
"C02",14026306,"Wandering Albatross",6.2466,"*a bit of gunk"
"C02",14025102,"Wandering Albatross",6.2641,"*a bit of gunk"
"C02",14025106,"Wandering Albatross",6.2585,"*a bit of gunk"
"C02",14025016,"Wandering Albatross",6.1677,"*a bit of gunk"
"C02",14025066,"Wandering Albatross",6.2636,"*a bit of gunk"
"C02",14025832,"Wandering Albatross",6.3119,"*14025832 not 14025836?"
"C02",14025082,"Wandering Albatross",6.1765,"*a bit of gunk"
"C02",14025073,"Wandering Albatross",6.2196,"*a bit of gunk"
"C02",14025169,"Wandering Albatross",6.3167,"*a bit of gunk"
"C02",14025148,"Wandering Albatross",6.3248,"*a bit of gunk"
"C02",14025326,"Wandering Albatross",6.303,"*a bit of gunk"
"C02",14033128,"Wandering Albatross",6.6908,"*a bit of gunk"
"C02",14025029,"Wandering Albatross",6.2709,"*a bit of gunk"
"C02",14039851,"Wandering Albatross",6.7055,"*a bit of gunk"
"C02",14025120,"Wandering Albatross",6.2623,"*a bit of gunk"
"C02",14025293,"Wandering Albatross",6.287,"*a bit of gunk"
"C02",14026307,"Wandering Albatross",6.3038,"*a bit of gunk"
"C02",14039620,"Wandering Albatross",6.5331,"*a bit of gunk"
"C02",14039843,"Wandering Albatross",6.6713,
"C02",14035126,"Wandering Albatross",6.492,"*a bit of gunk"
"C02",14039813,"Wandering Albatross",6.6479,
"C02",12138366,"Black Browed Albatross",4.3477,
"C02",12064541,"Black Browed Albatross",3.8007,
"C03",13090458,"Black Faced Shag",3.725,
"C03",13149133,"Black Faced Shag",5.0798,
"C03",13120340,"Black Faced Shag",5.0246,
"C03",13149184,"Black Faced Shag",5.0893,
"C03",13105069,"Black Faced Shag",5.0617,
"C03",13047243,"Black Faced Shag",3.6372,
"C03",12126495,"Black Faced Shag",4.5938,
"C03",12132300,"Black Faced Shag",4.5604,
"C03",13132909,"Black Faced Shag",4.9778,
"C03",13180517,"Black Faced Shag",5.1295,
"C03",13086071,"Black Faced Shag",3.4925,
"C03",13179524,"Black Faced Shag",5.1227,
"C03",13119834,"Black Faced Shag",4.9755,
"C03",13175639,"Black Faced Shag",4.9268,
"C03",13143835,"Black Faced Shag",4.8911,
"C03",13171191,"Black Faced Shag",3.6933,
"C03",13148982,"Black Faced Shag",4.995,
"C03",13125059,"Black Faced Shag",4.8932,
"C03",13132847,"Black Faced Shag",4.9887,
"C03",13086803,"Black Faced Shag",3.3971,
"C03",13132759,"Black Faced Shag",5.0361,
"C03",12125761,"Black Faced Shag",4.5086,
"C03",12134034,"Black Faced Shag",4.2551,
"C03",13128694,"Black Faced Shag",4.8955,
"C03",13100318,"Pied Cormorant",3.5054,
"C03",13090168,"Pied Cormorant",3.8043,
"C03",13081578,"Pied Cormorant",3.8055,
"C03",13100723,"Pied Cormorant",3.4976,
"C03",13082362,"Pied Cormorant",3.7714,
"C03",13078472,"Pied Cormorant",3.7972,
"C03",13066011,"Pied Cormorant",3.7862,
"C03",13100014,"Pied Cormorant",3.4865,
"C03",13115781,"Pied Cormorant",5.0813,
"C03",13078885,"Pied Cormorant",3.7775,
"C03",13067451,"Pied Cormorant",3.7947,
"C03",13078712,"Pied Cormorant",3.7798,
"C03",14035427,"Pied Cormorant",5.9024,
"C03",14021975,"Pied Cormorant",5.6318,
"C03",13111431,"Pied Cormorant",5.0633,
"C03",13027883,"Pied Cormorant",3.8506,
"C03",13125830,"Pied Cormorant",4.9181,
"C03",14035369,"Pied Cormorant",6.0067,"*not clean"
"C03",13102013,"Pied Cormorant",3.6682,
"C03",13097804,"Pied Cormorant",3.5198,
"C03",13046051,"Pied Cormorant",3.8254,
"C03",13114283,"Pied Cormorant",4.9932,
"C03",13075707,"Pied Cormorant",3.7417,
"C03",13113329,"Pied Cormorant",5.0094,
"C03",13078870,"Pied Cormorant",3.7991,
"C03",13114306,"Pied Cormorant",4.9911,
"C03",13025566,"Pied Cormorant",3.7233,
"C03",13100515,"Pied Cormorant",3.4937,
"C03",13078071,"Pied Cormorant",3.8106,
"C03",13078193,"Pied Cormorant",3.7772,
"C03",13067493,"Pied Cormorant",3.8179,
"C03",13078302,"Pied Cormorant",3.7818,
"C03",13070701,"Pied Cormorant",3.759,
"C03",13081348,"Pied Cormorant",3.772,
"C03",13078701,"Pied Cormorant",3.7777,
"C03",13067380,"Pied Cormorant",3.7997,
"C03",13065698,"Pied Cormorant",3.8051,
"C03",13104336,"Pied Cormorant",3.5206,
"C03",13078905,"Pied Cormorant",2.8846,
"C03",13101352,"Pied Cormorant",3.7383,
"C03",13081043,"Pied Cormorant",3.8145,
"C03",13101502,"Pied Cormorant",3.721,
"C03",13115282,"Pied Cormorant",5.095,
"C03",13064961,"Pied Cormorant",3.789,
"C03",13067105,"Pied Cormorant",3.7929,
"C03",13078438,"Pied Cormorant",3.7743,
"C03",13081366,"Pied Cormorant",3.8128,
"C03",13115789,"Pied Cormorant",5.0855,
"C03",13104417,"Pied Cormorant",3.5125,
"C03",13115970,"Pied Cormorant",5.0942,
"C03",13100100,"Pied Cormorant",3.2057,
"C03",13067385,"Pied Cormorant",3.7977,
"C03",13104878,"Pied Cormorant",3.5166,
"C03",13078539,"Pied Cormorant",3.7735,
"C03",13078230,"Pied Cormorant",3.7584,
"C03",13078734,"Pied Cormorant",3.7543,"*sticky"
"C03",13084589,"Pied Cormorant",3.7621,
"C03",13115240,"Pied Cormorant",5.1003,
"C03",13116316,"Pied Cormorant",5.0736,
"C03",14023662,"Pied Cormorant",4.2775,
"C03",13072439,"Pied Cormorant",3.6395,
"C03",13038513,"Pied Cormorant",3.7487,
"C03",13174987,"Pied Cormorant",4.9011,
"C03",13033014,"Pied Cormorant",2.4619,
"C03",13100297,"Pied Cormorant",3.3582,
"C03",13062739,"Pied Cormorant",2.9914,
"C03",13174966,"Pied Cormorant",4.934,
"C03",13117100,"Pied Cormorant",5.0679,
"C03",13174578,"Pied Cormorant",4.9083,
"C03",13111448,"Pied Cormorant",5.0371,
"C03",13111468,"Pied Cormorant",4.9997,
"C03",13143337,"Pied Cormorant",4.8956,
"C03",13111444,"Pied Cormorant",5.0334,
"C03",14037098,"Pied Cormorant",6.7296,
"C03",13174926,"Pied Cormorant",4.9055,
"C03",13116339,"Pied Cormorant",5.0519,
"C03",13110869,"Pied Cormorant",4.9957,
"C03",13161392,"Pied Cormorant",5.1003,
"C03",13175227,"Pied Cormorant",4.9192,
"C03",13174776,"Pied Cormorant",4.8645,
"C03",13133602,"Pied Cormorant",5.0556,
"C03",13156334,"Pied Cormorant",5.0755,
"C03",13132285,"Pied Cormorant",5.0927,
"C03",13068582,"Pied Cormorant",3.764,
"C03",13156331,"Pied Cormorant",5.0622,
"C03",13014191,"Pied Cormorant",3.8393,
"C03",13115131,"Pied Cormorant",5.0935,
"C03",13067331,"Pied Cormorant",3.7764,
"C03",13115726,"Pied Cormorant",5.0706,
"C03",13083297,"Pied Cormorant",3.779,
"C03",13090124,"Pied Cormorant",3.7892,
"C03",13100039,"Pied Cormorant",3.4874,
"C03",13066262,"Australian Gannet",2.1482,
"C03",13019616,"Australian Gannet",1.6626,
"C03",13019645,"Australian Gannet",1.6089,
"C03",13066476,"Australian Gannet",2.0696,
"C03",13066482,"Australian Gannet",2.0196,
"C03",13167041,"Australian Gannet",5.0171,
"C03",13167069,"Australian Gannet",5.0095,
"C03",13174471,"Australian Gannet",4.8771,
"C03",13122238,"Australian Gannet",5.063,
"C03",13171620,"Australian Gannet",4.9096,
"C03",13152719,"Australian Gannet",5.1071,
"C03",13160712,"Australian Gannet",5.112,
"C03",13171517,"Australian Gannet",4.9463,
"C03",13158280,"Australian Gannet",5.1114,
"C03",13066557,"Australian Gannet",1.7332,
"C03",13066471,"Australian Gannet",1.2729,
"C03",13066601,"Australian Gannet",1.9947,
"C03",13066226,"Australian Gannet",1.5549,
"C03",13157998,"Australian Gannet",5.1056,
"C03",13173946,"Australian Gannet",4.8781,
"C03",13177044,"Australian Gannet",5.137,
"C03",13176448,"Australian Gannet",5.1381,
"C03",13060053,"Australian Gannet",2.5023,
"C03",13154479,"Australian Gannet",5.1415,
"C03",13158331,"Australian Gannet",5.1077,
"C03",13060304,"Australian Gannet",1.8584,
"C03",13165237,"Australian Gannet",5.1116,
"C03",13019572,"Australian Gannet",2.654,
"C03",13165412,"Australian Gannet",5.0897,
"C03",13122113,"Australian Gannet",5.0763,
"C03",13171366,"Australian Gannet",4.9189,
"C03",13122228,"Australian Gannet",5.0674,
"C03",13171720,"Australian Gannet",4.8743,
"C03",11101700,"Australian Gannet",3.5367,
"C03",13016699,"Australian Gannet",1.1535,
"C03",13054020,"Australian Gannet",5.1557,
"C03",13066513,"Australian Gannet",1.9884,
"C03",13066296,"Australian Gannet",2.0185,
"C03",12125230,"Brown Booby",4.5832,
"C03",12127952,"Brown Booby",4.377,
"C03",13042992,"Brown Booby",3.8817,
"C03",12065156,"Brown Booby",2.9526,
"C03",12116958,"Brown Booby",4.3765,
"C03",12125334,"Brown Booby",4.5236,
"C03",12132070,"Brown Booby",4.5177,
"C03",12116766,"Brown Booby",4.3754,
"C03",12116077,"Brown Booby",4.3849,
"C03",12119894,"Brown Booby",4.3321,
"C03",12132650,"Brown Booby",4.5551,
"C03",12115493,"Brown Booby",4.3353,
"C03",13042817,"Brown Booby",3.1622,
"C03",12114551,"Brown Booby",4.5747,
"C03",12130155,"Brown Booby",4.4809,
"C03",12137885,"Brown Booby",4.3383,
"C03",12132544,"Brown Booby",4.5874,
"C03",12116451,"Brown Booby",4.3638,
"C03",27004639,"Red Footed Booby",4.0227,
"C03",13167064,"Australian Gannet",4.9687,
"C03",13167105,"Australian Gannet",5.0152,
"C03",13195108,"Australian Gannet",4.8832,
"C03",13173862,"Australian Gannet",4.862,
"C03",13167230,"Australian Gannet",5.0786,
"C03",13195340,"Australian Gannet",4.8992,
"C03",13195152,"Australian Gannet",4.9122,
"C03",13066523,"Australian Gannet",1.7726,
"C03",13066425,"Australian Gannet",1.6976,
"C03",13180910,"Australian Gannet",5.1446,
"C03",13164949,"Australian Gannet",5.144,
"C03",13195441,"Australian Gannet",4.9022,
"C03",13176719,"Australian Gannet",5.1329,
"C03",13165030,"Australian Gannet",5.0509,
"C03",11027666,"Little Pied Cormorant",1.496,
"C03",11027745,"Little Pied Cormorant",1.508,
"C03",11080138,"Little Pied Cormorant",3.5583,
"C03",27003411,"Little Pied Cormorant",4.0337,
"C03",11051627,"Little Pied Cormorant",1.5303,
"C03",13158235,"Australian Gannet",5.1043,
"C03",13147208,"Australian Gannet",5.0515,
"C03",13167089,"Australian Gannet",5.0222,
"C03",13167326,"Australian Gannet",5.0744,
"C03",13158135,"Australian Gannet",5.1173,
"C03",13180811,"Australian Gannet",5.156,
"C03",13184887,"Australian Gannet",5.156,
"C03",13181452,"Australian Gannet",5.1231,
"C03",13165107,"Australian Gannet",5.0693,
"C03",13165566,"Australian Gannet",5.0403,
"C03",13167231,"Australian Gannet",5.0774,
"C03",13181222,"Australian Gannet",5.1683,
"C03",13184913,"Australian Gannet",5.1675,
"C03",13181116,"Australian Gannet",5.1595,
"C03",13184964,"Australian Gannet",5.1852,
"C03",13180017,"Australian Gannet",5.1533,
"C03",13185602,"Australian Gannet",5.0939,
"C03",13167322,"Australian Gannet",5.0514,
"C03",13181067,"Australian Gannet",5.1466,
"C03",13155609,"Australian Gannet",5.0476,
"C03",13158023,"Australian Gannet",5.0955,
"C03",13154343,"Australian Gannet",5.1537,
"C03",13176791,"Australian Gannet",5.1421,
"C03",13176729,"Australian Gannet",5.126,
"C03",13173510,"Australian Gannet",4.8402,
"C03",13176626,"Australian Gannet",5.1063,
"C03",13176762,"Australian Gannet",5.1317,
"C03",13171952,"Australian Gannet",4.8387,
"C03",13176516,"Australian Gannet",5.1514,
"C03",13167148,"Australian Gannet",5.001,
"C03",13180173,"Australian Gannet",5.1292,
"C03",13166967,"Australian Gannet",5.0397,
"C03",13167219,"Australian Gannet",5.0322,
"C03",13173456,"Australian Gannet",4.8743,
"C03",13154425,"Australian Gannet",5.1495,
"C03",13167056,"Australian Gannet",4.9952,
"C03",13167112,"Australian Gannet",4.9991,
"C03",13129961,"Australian Gannet",4.9368,
"C03",13169107,"Australian Gannet",4.9733,
"C03",13179533,"Australian Gannet",5.1295,
"C03",13107491,"Australian Gannet",4.9055,
"C03",13167321,"Australian Gannet",5.0504,
"C03",13165535,"Australian Gannet",5.07,
"C03",13165159,"Australian Gannet",5.0714,
"C03",13131117,"Masked Booby",5.0747,
"C03",13135628,"Masked Booby",2.5706,
"C03",13135704,"Masked Booby",2.5942,
"C03",13135717,"Masked Booby",2.6426,
"C03",13135718,"Masked Booby",2.6164,
"C03",13135725,"Masked Booby",2.5934,
"C03",13135728,"Masked Booby",2.5931,
"C03",13135730,"Masked Booby",2.5892,
"C03",13135738,"Masked Booby",2.5759,
"C03",13135740,"Masked Booby",2.5372,
"C03",13135160,"Masked Booby",2.5944,
"C03",13135194,"Masked Booby",2.5904,
"C03",13135325,"Masked Booby",2.6351,
"C03",13135353,"Masked Booby",2.6288,
"C03",13135365,"Masked Booby",2.5587,
"C03",13135621,"Masked Booby",2.5728,
"C03",13135622,"Masked Booby",2.5927,
"C03",13135626,"Masked Booby",2.5895,
"C03",13128001,"Masked Booby",4.8858,
"C03",13141012,"Masked Booby",4.9058,
"C03",13141006,"Masked Booby",4.9154,
"C03",13141008,"Masked Booby",4.9035,
"C03",13141013,"Masked Booby",4.9016,
"C03",13141028,"Masked Booby",4.9069,
"C03",13141019,"Masked Booby",4.8995,
"C03",13141048,"Masked Booby",4.9075,
"C03",13141051,"Masked Booby",4.9003,
"C03",13141060,"Masked Booby",4.9057,
"C03",13141078,"Masked Booby",4.8933,
"C03",13141239,"Masked Booby",4.9106,
"C03",13141187,"Masked Booby",4.9166,
"C03",13141201,"Masked Booby",4.8965,
"C03",13141170,"Masked Booby",4.9109,
