"Box","Size","IssueState","Metals","Batch","startNum","endNum","numInPacket","Band_1","Band_2","Band_3","Band_4","Band_5","lookupNum","issueYear","bandMetal_fromManufactureRecords","bandMetal_BACKFILLED","groupInit",
"NR",5,"Retained","IN",51,"40001","40015",15,0.2103,0.2091,0.2115,"NA","NA",5140001,"NA","IN","IN",,
"NR",5,"Retained","IN",51,"57004","57015",12,0.2158,0.2112,0.2173,"NA","NA",5157004,"NA","IN","IN",,
"NR",5,"Retained","IN",51,"81001","81015",15,0.2242,0.2218,0.2285,"NA","NA",5181001,"NA","NA","IN",,
"NR",5,"Retained","ML",50,"30371","30400",30,0.3035,0.3033,0.3025,"NA","NA",5030371,"NA","NA","ML",0.3026416667,
"NR",5,"Retained","ML",50,"44120","44125",6,0.2995,0.2998,0.2995,"NA","NA",5044120,"NA","NA","ML",,
"NR",5,"Retained","ML",50,"47827","47900",74,0.3034,0.305,0.3047,"NA","NA",5047827,"NA","NA","ML",,
"NR",5,"Retained","ML",50,"69620","69700",81,0.3039,0.3036,0.303,"NA","NA",5069620,"NA","NA","ML",,
"NR",5,"Retained","SS",51,"14991","15000",10,0.3226,0.3217,0.3243,"NA","NA",5114991,"NA","NA","SS",0.3088111111,
"NR",5,"Retained","SS",51,"16001","16010",10,0.3186,0.3191,0.3193,"NA","NA",5116001,"NA","NA","SS",,
"13",5,"Returned","SS",52,"12702","12750",49,0.2842,0.2846,0.2849,"NA","NA",5212702,"NA","SS","SS",,
"8",6,"Returned","AM",60,"18302","18400",99,0.2375,0.236,0.2356,"NA","NA",6018302,"NA","NA","AM",,
"8",6,"Returned","AM",60,"22649","22670",22,0.2364,0.2379,0.2373,"NA","NA",6022649,"NA","NA","AM",,
"8",6,"Returned","AM",60,"24541","24550",10,0.2384,0.2386,0.2389,"NA","NA",6024541,"NA","NA","AM",,
"8",6,"Returned","AM",60,"25660","25680",21,0.2378,0.238,0.239,"NA","NA",6025660,"NA","NA","AM",,
"8",6,"Returned","AM",60,"34985","35000",3,0.2361,0.2375,0.2366,"NA","NA",6034985,"NA","NA","AM",,
"8",6,"Returned","AM",60,"35616","35700",86,0.2395,0.2377,0.2393,"NA","NA",6035616,"NA","NA","AM",,
"8",6,"Returned","AM",60,"38464","38500",35,0.2398,0.2407,0.2401,"NA","NA",6038464,"NA","NA","AM",,
"8",6,"Returned","AM",60,"42501","42700",200,0.2405,0.2407,0.2405,"NA","NA",6042501,"NA","NA","AM",,
"8",6,"Returned","AM",60,"89801","89900",100,0.2319,0.2321,0.2308,"NA","NA",6089801,"NA","NA","AM",,
"8",6,"Returned","AM",61,"2216","2249",34,0.2348,0.2332,0.2349,"NA","NA",6102216,"NA","NA","AM",,
"8",6,"Returned","AM",61,"6916","7000",85,0.2333,0.2337,0.2327,"NA","NA",6106916,"NA","NA","AM",,
"8",6,"Returned","AM",61,"7782","7794",8,0.2359,0.2349,0.2355,"NA","NA",6107782,"NA","NA","AM",,
"8",6,"Returned","AM",61,"10840","10900",60,0.236,0.2366,0.2359,"NA","NA",6110840,"NA","NA","AM",,
"NR",6,"Retained","AM",61,"11101","11120",20,0.2345,0.2356,0.2356,"NA","NA",6111101,"NA","NA","AM",,
"8",6,"Returned","AM",61,"15127","15199",72,0.2363,0.2356,0.2363,"NA","NA",6115127,"NA","NA","AM",,
"8",6,"Returned","AM",61,"26433","26499",66,0.2359,0.2364,0.2363,"NA","NA",6126433,"NA","NA","AM",,
"8",6,"Returned","AM",61,"26902","26945",24,0.2345,0.2349,0.2341,"NA","NA",6126902,"NA","NA","AM",,
"8",6,"Returned","AM",61,"29502","29520",19,0.2337,0.2338,0.2336,"NA","NA",6129502,"NA","NA","AM",,
"8",6,"Returned","AM",61,"33643","33700",58,0.6371,0.6345,0.6382,"NA","NA",6133643,"NA","NA","AM",,
"8",6,"Returned","AM",61,"36789","36800",12,0.6046,0.603,0.6012,"NA","NA",6136789,"NA","NA","AM",,
"NR",6,"Retained","AY",61,"52001","52010",10,0.1502,0.1494,0.1504,"NA","NA",6152001,"NA","NA","AY",0.1614666667,
"NR",6,"Retained","AY",61,"77001","77010",10,0.1672,0.1694,0.1692,"NA","NA",6177001,"87","AY","AY",,
"NR",6,"Retained","AY",61,"98001","98015",15,0.164,0.1677,0.1657,"NA","NA",6198001,"NA","NA","AY",,
"NR",6,"Retained","AY",62,"6001","6015",15,0.169,0.1659,0.1712,"NA","NA",6206001,"NA","AY","AY",0.1668,
"NR",6,"Retained","AY",62,"18001","18010",10,0.1692,0.1651,0.1663,"NA","NA",6218001,"NA","NA","AY",,
"NR",6,"Retained","AY",62,"20001","20010",10,0.1665,0.1678,0.1677,"NA","NA",6220001,"NA","AY","AY",,
"NR",6,"Retained","AY",62,"22001","22010",10,0.1669,0.1633,0.1675,"NA","NA",6222001,"NA","AY","AY",,
"NR",6,"Retained","AY",62,"24001","24010",10,0.1673,0.1673,0.1646,"NA","NA",6224001,"NA","AY","AY",,
"NR",6,"Retained","AY",62,"26001","26010",10,0.1669,0.1661,0.1668,"NA","NA",6226001,"NA","AY","AY",,
"NR",6,"Retained",,62,"28001","28010",10,0.1668,0.1686,0.1672,"NA","NA",6228001,"NA","AY","AY",,
"NR",6,"Retained","AY",62,"30001","30010",10,0.1649,0.164,0.1663,"NA","NA",6230001,"NA","AY","AY",,
"8",6,"Returned","IN",60,"54128","54200",73,0.3503,0.3493,0.3483,"NA","NA",6054128,"NA","NA","IN",0.2693785714,
"8",6,"Returned","IN",61,"20212","20500",289,0.2325,0.2342,0.235,"NA","NA",6120212,"NA","NA","IN",,
"8",6,"Returned","IN",61,"31501","31512",12,0.6577,0.6567,0.6564,"NA","NA",6131501,"NA","NA","IN",,
"8",6,"Returned","IN",61,"42153","42200",48,0.2311,0.2314,0.2326,"NA","NA",6142153,"NA","NA","IN",,
"8",6,"Returned","IN",61,"43431","43500",70,0.2333,0.2304,0.2323,"NA","NA",6143431,"NA","NA","IN",,
"8",6,"Returned","IN",61,"43651","43950",89,0.2333,0.2319,0.2315,"NA","NA",6143651,"NA","NA","IN",,
"8",6,"Returned","IN",61,"45951","45990",40,0.2338,0.2351,0.2313,"NA","NA",6145951,"NA","NA","IN",,
"NR",6,"Retained","IN",61,"45991","46000",10,0.2364,0.2332,0.2312,"NA","NA",6145991,"NA","NA","IN",,
"8",6,"Returned","IN",61,"73148","73150",3,0.2318,0.2352,0.2322,"NA","NA",6173148,"86","IN","IN",,
"8",6,"Returned","IN",61,"86302","86350",49,0.2406,0.237,0.2422,"NA","NA",6186302,"87","IN","IN",,
"NR",6,"Retained","IN",61,"94001","94015",15,0.2405,0.2311,0.241,"NA","NA",6194001,"88","IN","IN",,
"8",6,"Returned","IN",61,"95531","95600",69,0.1676,0.1669,0.1666,"NA","NA",6195531,"NA","NA","IN",,
"NR",6,"Retained","IN",62,"10001","10010",10,0.2439,0.2481,0.2496,"NA","NA",6210001,"NA","IN","IN",,
"NR",6,"Retained",,62,"13001","13010",10,0.2442,0.2456,0.2406,"NA","NA",6213001,"NA","IN","IN",,
"8",6,"Returned","ML",60,"52341","52400",60,0.3493,0.3501,0.3504,"NA","NA",6052341,"NA","NA","ML",,
"8",6,"Returned","ML",60,"53202","53240",39,0.3524,0.3503,0.3507,"NA","NA",6053202,"NA","NA","ML",,
"8",6,"Returned","ML",60,"55241","55300",60,0.3481,0.3476,0.3478,"NA","NA",6055241,"NA","NA","ML",,
"8",6,"Returned","ML",60,"59027","59100",74,0.3467,0.346,0.347,"NA","NA",6059027,"NA","NA","ML",,
"8",6,"Returned","ML",60,"59601","59700",100,0.3511,0.3527,0.3497,"NA","NA",6059601,"NA","NA","ML",,
"8",6,"Returned","ML",60,"61137","61200",64,0.3567,0.3563,0.3571,"NA","NA",6061137,"NA","NA","ML",,
"8",6,"Returned","ML",60,"68330","68349",19,0.3572,0.356,0.3565,"NA","NA",6068330,"NA","NA","ML",,
"8",6,"Returned","ML",60,"74076","74100",25,0.3502,0.3502,0.3495,"NA","NA",6074076,"NA","NA","ML",,
"8",6,"Returned","ML",60,"75292","75300",9,0.3455,0.3454,0.3458,"NA","NA",6075292,"NA","NA","ML",,
"8",6,"Returned","ML",60,"76553","76600",47,0.3475,0.3473,0.3488,"NA","NA",6076553,"NA","NA","ML",,
"NR",6,"Retained","SS",61,"35951","35970",20,0.6332,0.6337,0.6346,"NA","NA",6135951,"NA","NA","SS",0.6308,
"NR",6,"Retained","SS",61,"36001","36020",20,0.6023,0.5984,0.6,"NA","NA",6136001,"NA","NA","SS",,
"NR",6,"Retained","SS",61,"75991","76000",10,0.6582,0.6588,0.658,"NA","NA",6175991,"86","SS","SS",,
"NR",6,"Retained",,61,"62001","62015",15,0.1782,0.1805,0.1777,"NA","NA",6162001,"NA","NA",,,
"11",7,"Returned","ML,AM,IN,AY,SS",72,"47601","47700",100,0.2585,0.2567,0.2566,"NA","NA",7247601,"NA","AY","AM",0.2558888889,
"NR",7,"Retained",,72,"5001","5015",15,0.2571,0.2571,0.2562,"NA","NA",7205001,"88","AM","AM",,
"11",7,"Returned","ML,AM,IN,AY,SS",72,"16503","16600",98,0.2565,0.2545,0.2571,"NA","NA",7216503,"NA","AM","AM",,
"11",7,"Returned","ML,AM,IN,AY,SS",72,"17601","17700",100,0.2547,0.2559,0.2571,"NA","NA",7217601,"NA","AM","AM",,
"NR",7,"Retained","AM",72,"24001","24010",10,0.254,0.2568,0.257,"NA","NA",7224001,"NA","AM","AM",,
"NR",7,"Retained","AM",72,"27001","27015",15,0.254,0.253,0.2532,"NA","NA",7227001,"NA","AM","AM",,
"NR",7,"Retained","IN",72,"10001","10015",15,0.6012,0.602,0.5938,"NA","NA",7210001,"88","IN","IN",0.6290777778,
"NR",7,"Retained","IN",72,"12991","13000",10,0.6472,0.6324,0.6502,"NA","NA",7212991,"90","IN","IN",,
"NR",7,"Retained","IN",72,"32001","32010",10,0.6529,0.6394,0.6426,"NA","NA",7232001,"NA","IN","IN",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"7162","7200",38,0.2807,0.2812,0.2816,"NA","NA",7007162,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"16810","16899",90,0.2736,0.2668,0.2722,"NA","NA",7016810,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"57308","57327",18,0.2781,0.2769,0.2763,"NA","NA",7057308,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"62305","62400",93,0.4144,0.4141,0.4145,"NA","NA",7062305,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"69602","69700",99,0.4122,0.4124,0.4123,"NA","NA",7069602,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"69813","69900",88,0.4082,0.4076,0.4084,"NA","NA",7069813,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"69951","69990",50,0.4094,0.4087,0.4089,"NA","NA",7069951,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"88151","88190",40,0.4094,0.4094,0.4078,"NA","NA",7088151,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"88521","88600",80,0.4024,0.4029,0.4031,"NA","NA",7088521,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",70,"92517","92594",78,0.3944,0.3975,0.3953,"NA","NA",7092517,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"10214","10250",37,0.2699,0.2678,0.2699,"NA","NA",7110214,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"32125","32125",1,0.2678,"NA","NA","NA","NA",7132125,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"43443","43460",17,0.2658,0.2654,0.2665,"NA","NA",7143443,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"50241","50260",20,0.7284,0.7173,0.7198,"NA","NA",7150241,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"51511","51600",90,0.7148,0.7131,0.7133,"NA","NA",7151511,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"51983","52000",28,0.7114,0.7188,0.7093,"NA","NA",7151983,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"60541","60545",5,0.1938,0.1939,0.194,"NA","NA",7160541,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"68701","68800",100,0.2367,0.239,0.2366,"NA","NA",7168701,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"74318","74400",83,0.2411,0.2396,0.2435,"NA","NA",7174318,"NA","NA","NA",,
"11",7,"Returned","ML,AM,IN,AY,SS",71,"78678","78690",13,0.2447,0.2414,0.2409,"NA","NA",7178678,"NA","NA","NA",,
"NR",7,"Retained","SS",72,"34991","35000",10,0.778,0.7779,0.7787,"NA","NA",7234991,"NA","SS","SS",0.7782,
"NR",8,"Retained","AM",82,"79001","79010",10,0.2973,0.2976,0.2973,"NA","NA",8279001,"NA","NA","AM",0.29936,
"NR",8,"Retained","AM",82,"81001","81010",10,0.2995,0.3005,0.2979,"NA","NA",8281001,"NA","AM","AM",,
"NR",8,"Retained","AM",82,"85001","85010",10,0.2991,0.2984,0.3011,"NA","NA",8285001,"NA","AM","AM",,
"NR",8,"Retained","AM",82,"87001","87010",10,0.2986,0.2983,0.3007,"NA","NA",8287001,"NA","AM","AM",,
"NR",8,"Retained","AM",82,"88001","88010",10,0.3017,0.3024,0.3,"NA","NA",8288001,"NA","AM","AM",,
"10",8,"Returned","ML,AM,AY,SS",80,"2730","2778",31,0.3183,0.3184,0.3193,"NA","NA",8002730,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"2785","2785",1,0.3215,"NA","NA","NA","NA",8002785,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"14726","14733",7,0.5929,0.5927,0.5916,"NA","NA",8014726,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"36603","36700",87,0.3081,0.3071,0.3068,"NA","NA",8036603,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"43636","43638",3,0.3063,0.3057,0.3055,"NA","NA",8043636,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"43820","43820",1,0.3055,"NA","NA","NA","NA",8043820,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"44904","44928",18,0.3099,0.3085,0.3091,"NA","NA",8044904,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"44929","44949",21,0.3071,0.309,0.3095,"NA","NA",8044929,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"62125","62200",76,0.3106,0.3116,0.3089,"NA","NA",8062125,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",80,"84521","84537",17,0.3011,0.3002,0.2988,"NA","NA",8084521,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"9333","9359",27,0.4805,0.4801,0.4795,"NA","NA",8109333,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"11591","11600",10,0.4821,0.4776,0.4793,"NA","NA",8111591,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"16117","16126",10,0.4559,0.4546,0.4555,"NA","NA",8116117,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"18369","18380",12,0.4529,0.4523,0.4516,"NA","NA",8118369,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"21959","21965",7,0.452,0.4524,0.4509,"NA","NA",8121959,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"22212","22215",4,0.4522,0.453,0.4527,"NA","NA",8122212,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"32057","32099",49,0.4415,0.4413,0.4427,"NA","NA",8132057,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"39153","39200",48,0.4426,0.4421,0.4414,"NA","NA",8139153,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"39843","39850",8,0.4404,0.4402,0.4401,"NA","NA",8139843,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"67725","67753",29,0.9524,0.945,0.9258,"NA","NA",8167725,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",81,"89734","89750",17,0.6001,0.5998,0.5974,"NA","NA",8189734,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"3501","3550",50,0.6159,0.6123,0.6146,"NA","NA",8203501,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"13921","13961",40,0.6128,0.6122,0.618,"NA","NA",8213921,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"13983","14000",19,0.612,0.6124,0.613,"NA","NA",8213983,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"17001","17050",50,0.6126,0.6095,0.6127,"NA","NA",8217001,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"30501","30501",1,0.9085,"NA","NA","NA","NA",8230501,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"43160","43200",41,0.8313,0.8286,0.8301,"NA","NA",8243160,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"66734","66750",12,0.8665,0.8664,0.8732,"NA","NA",8266734,"NA","NA","NA",,
"10",8,"Returned","ML,AM,AY,SS",82,"67024","67100",57,0.8644,0.8625,0.8653,"NA","NA",8267024,"87","SS","SS",0.8640666667,
"10",8,"Returned","ML,AM,AY,SS",82,"74359","74359",1,0.7888,"NA","NA","NA","NA",8274359,"88","SS","SS",0.7914375,
"NR",8,"Retained","SS",82,"89001","89010",10,0.786,0.7873,0.7873,"NA","NA",8289001,"NA","NA","SS",,
"NR",8,"Retained","SS",82,"90001","90010",10,0.7983,0.798,0.7994,"NA","NA",8290001,"NA","SS","SS",,
"NR",8,"Retained","SS",82,"91001","91010",10,0.7897,0.7915,0.7907,"NA","NA",8291001,"NA","SS","SS",,
"NR",8,"Retained","SS",82,"94001","94010",10,0.7845,0.7849,0.7845,"NA","NA",8294001,"NA","SS","SS",,
"NR",8,"Retained","SS",82,"95001","95010",10,0.7973,0.7966,0.7982,"NA","NA",8295001,"NA","SS","SS",,
"9",9,"Returned","AM,SS",90,"32502","32600",99,0.7418,0.738,0.7408,"NA","NA",9032502,"NA","NA","NA",0.7518642857,
"9",9,"Returned","AM,SS",90,"34551","34600",50,0.743,0.7445,0.7467,"NA","NA",9034551,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"41796","41797",2,0.7608,0.7594,"NA","NA","NA",9041796,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"46410","46500",45,0.76,0.7585,0.7597,"NA","NA",9046410,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"49518","49590",67,0.7592,0.7565,0.7572,"NA","NA",9049518,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"53581","53600",20,0.7376,0.7354,0.7375,"NA","NA",9053581,"NA","NA","NA",0.73256,
"9",9,"Returned","AM,SS",90,"54076","54100",25,0.7373,0.7392,0.7286,"NA","NA",9054076,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"66034","66039",4,0.7344,0.734,0.7351,"NA","NA",9066034,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"78475","78484",10,0.7321,0.7355,0.7311,"NA","NA",9078475,"NA","NA","NA",,
"9",9,"Returned","AM,SS",90,"87909","88000",86,0.7204,0.72,0.7302,"NA","NA",9087909,"NA","NA","NA",,
"NR",9,"Retained","SS",91,"7991","8000",10,2.2567,2.2557,2.2527,"NA","NA",9107991,"NA","NA","SS",2.2092466667,
"NR",9,"Retained","SS",91,"8001","8010",10,2.2392,2.2363,2.2354,"NA","NA",9108001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"10001","10010",10,2.1201,2.1153,2.1204,"NA","NA",9110001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"12001","12010",10,2.2395,2.2394,2.2377,"NA","NA",9112001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"13536","13550",15,2.2446,2.2421,2.247,"NA","NA",9113536,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"14001","14010",10,2.2039,2.2046,2.2024,"NA","NA",9114001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"18001","18015",15,2.2352,2.2331,2.2373,"NA","NA",9118001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"19001","19010",10,2.1742,2.1732,2.1742,"NA","NA",9119001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"22001","22010",10,2.1537,2.161,2.1545,"NA","NA",9122001,"NA","NA","SS",,
"NR",9,"Retained","SS",91,"28991","29000",10,2.2301,2.2277,2.2302,"NA","NA",9128991,"NA","SS","SS",,
"9",10,"Returned","AM,SS",100,"208","2110",2,0.8987,0.8902,"NA","NA","NA",10000208,"NA","NA","AM",0.8759642857,
"9",10,"Returned","AM,SS",100,"3353","3400",48,0.8717,0.88,0.8721,"NA","NA",10003353,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"24528","24550",22,0.8745,0.8719,0.8705,"NA","NA",10024528,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"27506","27600",92,0.8888,0.8939,0.8835,"NA","NA",10027506,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"28434","28438",2,0.8817,0.8806,"NA","NA","NA",10028434,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"29201","29300",99,0.89,0.8848,0.8871,"NA","NA",10029201,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"32801","32900",15,0.8639,0.865,0.863,"NA","NA",10032801,"NA","NA","AM",,2.38845
"9",10,"Returned","AM,SS",100,"38892","38895",4,0.8598,0.8579,0.8578,"NA","NA",10038892,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"40353","40362",10,0.8807,0.8778,0.8784,"NA","NA",10040353,"NA","NA","AM",,
"9",10,"Returned","AM,SS",100,"41661","41664",4,0.8675,0.8673,0.8679,"NA","NA",10041661,"NA","NA","AM",,
"NR",10,"Retained",,100,"92001","92010",10,2.6105,2.6104,2.6071,"NA","NA",10092001,"NA","NA","SS",2.6254725,
"NR",10,"Retained",,100,"92991","93000",10,2.6637,2.6572,2.6588,"NA","NA",10092991,"NA","NA","SS",,
"NR",10,"Retained",,100,"93001","93010",10,2.6718,2.6634,2.6722,"NA","NA",10093001,"NA","NA","SS",,
"NR",10,"Retained",,100,"93991","94000",10,2.6673,2.6553,2.6622,"NA","NA",10093991,"NA","NA","SS",,
"9",10,"Returned","AM,SS",101,"398","398",1,2.7167,"NA","NA","NA","NA",10100398,"87","SS","SS",,
"9",10,"Returned","AM,SS",101,"22501","22550",50,2.6204,2.6172,2.6116,"NA","NA",10122501,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22551","22600",50,2.5984,2.6036,2.6025,"NA","NA",10122551,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22601","22650",50,2.6168,2.5913,2.5975,"NA","NA",10122601,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22701","22750",50,2.6147,2.6133,2.6087,"NA","NA",10122701,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22751","22800",50,2.6178,2.6007,2.6136,"NA","NA",10122751,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22839","22850",12,2.6209,2.623,2.6194,"NA","NA",10122839,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22851","22900",50,2.6334,2.6148,2.6092,"NA","NA",10122851,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22901","22950",50,2.5999,2.6103,2.6025,"NA","NA",10122901,"00","SS","SS",,
"9",10,"Returned","AM,SS",101,"22951","22300",50,2.6152,2.6041,2.6215,"NA","NA",10122951,"00","SS","SS",,
"7",11,"Returned","AM,SS",110,"1823","1900",76,1.5058,1.5196,1.5158,"NA","NA",11001823,"NA","NA","AM",1.5159727273,
"7",11,"Returned","AM,SS",110,"9500","9500",1,1.4539,"NA","NA","NA","NA",11009500,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"31907","32000",94,1.5472,1.5567,1.5456,"NA","NA",11031907,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"37353","37400",47,1.5093,1.5309,1.5123,"NA","NA",11037353,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"41776","41785",7,1.5129,1.5163,1.511,"NA","NA",11041776,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"42501","42600",100,1.5121,1.5203,1.5215,"NA","NA",11042501,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"47701","47750",50,1.4937,1.5262,1.4951,"NA","NA",11047701,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"51402","51420",18,1.5137,1.506,1.5255,"NA","NA",11051402,"NA","NA","AM",,
"7",11,"Returned","AM,SS",110,"87381","87400",20,3.5692,3.5696,3.5979,"NA","NA",11087381,"NA","NA","SS",3.5646444444,
"7",11,"Returned","AM,SS",110,"89397","89400",4,3.5846,3.5801,3.5899,"NA","NA",11089397,"NA","NA","SS",,
"7",11,"Returned","AM,SS",111,"1428","1430",3,3.5281,3.5303,3.5321,"NA","NA",11101428,"NA","NA","SS",,
"NR",12,"Retained",,120,"1006","1032",27,1.8532,1.8489,1.8506,"NA","NA",12001006,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"7805","7810",6,1.9028,1.9015,1.9037,"NA","NA",12007805,"NA","NA","NA",,
"NR",12,"Retained",,120,"9705","9800",96,1.9054,1.9001,1.8877,"NA","NA",12009705,"NA","NA","NA",,
"NR",12,"Retained",,120,"11863","11900",38,1.8228,1.8171,1.822,"NA","NA",12011863,"NA","NA","NA",,
"NR",12,"Retained",,120,"18207","18300",94,1.8082,1.8117,1.7849,"NA","NA",12018207,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"18342","18344",3,1.7788,1.7856,1.7762,"NA","NA",12018342,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"21001","24871",2,1.8261,1.8265,"NA","NA","NA",12021001,"NA","NA","NA",,
"NR",12,"Retained",,120,"21815","21900",86,1.7957,1.8163,1.8152,"NA","NA",12021815,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"24994","25000",6,1.8259,1.8248,1.8285,"NA","NA",12024994,"NA","NA","NA",,
"NR",12,"Retained",,120,"29927","30000",74,1.8275,1.8281,1.8296,"NA","NA",12029927,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"33726","33731",6,2.0464,2.0455,2.0423,"NA","NA",12033726,"NA","NA","NA",,
"NR",12,"Retained",,120,"36119","36195",77,2.0701,2.0307,2.0746,"NA","NA",12036119,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"38584","38600",17,2.0404,2.0324,2.0356,"NA","NA",12038584,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"39401","39450",50,2.0424,2.0501,2.038,"NA","NA",12039401,"NA","NA","NA",,
"NR",12,"Retained",,120,"39908","40000",93,2.0517,2.0444,2.0501,"NA","NA",12039908,"NA","NA","NA",,
"NR",12,"Retained",,120,"42016","42100",85,2.0296,2.024,2.0448,"NA","NA",12042016,"NA","NA","NA",,
"6",12,"Returned","SS,AM,ML",120,"43098","43100",2,2.0287,2.0175,"NA","NA","NA",12043098,"NA","NA","NA",,
"NR",12,"Retained",,120,"49712","49800",89,2.0348,2.0341,2.0369,"NA","NA",12049712,"NA","NA","NA",,
