"Box","Size","IssueState","Metals","Batch","startNum","endNum","numInPacket","measuredMass","lookupNum","issueYear","bandMetal_fromManufactureRecords","bandMetal_BACKFILLED","groupInit","groupSD","groupMedian","type","typeMedian","typeMean","typeSD","sizeMetal","sizeMetalMedian","sizeMetalMean","sizeMetalSD"
"NR",2,"Retained","",22,62991,63000,10,NA,2262991,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,65001,65010,10,NA,2265001,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,72991,73000,10,NA,2272991,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,74001,74010,10,NA,2274001,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,52401,52410,10,NA,2252401,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,62991,63000,10,NA,2262991,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,65001,65010,10,NA,2265001,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,72991,73000,10,NA,2272991,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"NR",2,"Retained","",22,74001,74010,10,NA,2274001,NA,NA,NA,NA,NA,NA,"NA 22",0.0632,0.0629666666666667,0.000659725772755693,"NA 2",0.0632,0.0629666666666667,0.000659725772755693
"2",3,"Returned","AM,ML",30,5101,5200,100,0.1264,3005101,NA,NA,"AM",NA,NA,NA,"AM 30",0.1264,0.1263,0.000264575131106461,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",30,5101,5200,100,0.1265,3005101,NA,NA,"AM",NA,NA,NA,"AM 30",0.1264,0.1263,0.000264575131106461,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",30,5101,5200,100,0.126,3005101,NA,NA,"AM",NA,NA,NA,"AM 30",0.1264,0.1263,0.000264575131106461,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",30,5101,5200,100,NA,3005101,NA,NA,"AM",NA,NA,NA,"AM 30",0.1264,0.1263,0.000264575131106461,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",30,5101,5200,100,NA,3005101,NA,NA,"AM",NA,NA,NA,"AM 30",0.1264,0.1263,0.000264575131106461,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,819,900,82,0.1236,3100819,NA,NA,"AM",0.1231,0.0015442887,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,18774,18800,27,0.1221,3118774,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,30289,30300,12,0.1231,3130289,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,38338,38400,77,0.1222,3138338,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,59394,59400,7,0.12,3159394,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70737,70743,7,0.122,3170737,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70764,70800,36,0.1216,3170764,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,82160,82200,41,0.1255,3182160,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,85704,85800,97,0.1248,3185704,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,89706,89800,95,0.1245,3189706,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,819,900,82,0.1248,3100819,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,18774,18800,27,0.1224,3118774,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,30289,30300,12,0.1234,3130289,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,38338,38400,77,0.1232,3138338,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,59394,59400,7,0.1202,3159394,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70737,70743,7,0.1221,3170737,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70764,70800,36,0.1218,3170764,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,82160,82200,41,0.1253,3182160,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,85704,85800,97,0.1241,3185704,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,89706,89800,95,0.1241,3189706,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,819,900,82,0.1241,3100819,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,18774,18800,27,0.1229,3118774,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,30289,30300,12,0.1228,3130289,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,38338,38400,77,0.1233,3138338,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,59394,59400,7,0.1201,3159394,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70737,70743,7,0.122,3170737,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70764,70800,36,0.1223,3170764,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,82160,82200,41,0.1253,3182160,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,85704,85800,97,0.1248,3185704,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,89706,89800,95,0.1246,3189706,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,819,900,82,NA,3100819,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,18774,18800,27,NA,3118774,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,30289,30300,12,NA,3130289,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,38338,38400,77,NA,3138338,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,59394,59400,7,NA,3159394,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70737,70743,7,NA,3170737,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70764,70800,36,NA,3170764,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,82160,82200,41,NA,3182160,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,85704,85800,97,NA,3185704,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,89706,89800,95,NA,3189706,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,819,900,82,NA,3100819,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,18774,18800,27,NA,3118774,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,30289,30300,12,NA,3130289,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,38338,38400,77,NA,3138338,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,59394,59400,7,NA,3159394,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70737,70743,7,NA,3170737,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,70764,70800,36,NA,3170764,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,82160,82200,41,NA,3182160,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,85704,85800,97,NA,3185704,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"2",3,"Returned","AM,ML",31,89706,89800,95,NA,3189706,NA,NA,"AM",NA,NA,NA,"AM 31",0.12315,0.1231,0.0015442886991126,"AM 3",0.1233,0.123390909090909,0.00174308699516899
"NR",3,"Retained","AY",32,7001,7010,10,0.075,3207001,NA,NA,"AY",0.0722034483,0.0009296721,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,66139,66200,62,0.0733,3266139,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,82063,82100,38,0.0725,3282063,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",32,83001,83010,10,0.0714,3283001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,84035,84100,66,0.0706,3284035,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",32,7001,7010,10,0.0762,3207001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,66139,66200,62,0.0721,3266139,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,82063,82100,38,0.0712,3282063,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",32,83001,83010,10,0.072,3283001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,84035,84100,66,0.0716,3284035,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",32,7001,7010,10,0.0758,3207001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,66139,66200,62,0.0748,3266139,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,82063,82100,38,0.0718,3282063,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",32,83001,83010,10,0.0724,3283001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,84035,84100,66,0.0704,3284035,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",32,7001,7010,10,NA,3207001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,66139,66200,62,NA,3266139,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,82063,82100,38,NA,3282063,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",32,83001,83010,10,NA,3283001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,84035,84100,66,NA,3284035,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",32,7001,7010,10,NA,3207001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,66139,66200,62,NA,3266139,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,82063,82100,38,NA,3282063,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",32,83001,83010,10,NA,3283001,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",32,84035,84100,66,NA,3284035,NA,NA,"AY",NA,NA,NA,"AY 32",0.0721,0.07274,0.00186194982286235,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,11,100,90,0.0724,3300011,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,7001,7010,10,0.0723,3307001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",33,23001,23010,10,0.072,3323001,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,27605,27700,96,0.0722,3327605,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,35306,35308,3,0.072,3335306,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,51001,51010,10,0.0734,3351001,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,61601,61650,50,0.0736,3361601,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86731,86731,1,0.0721,3386731,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86767,86800,34,0.0717,3386767,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,89701,89800,100,0.0721,3389701,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,90606,90700,95,0.0719,3390606,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,94001,94010,10,0.0719,3394001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,94801,94900,100,0.0719,3394801,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,95201,95300,100,0.0714,3395201,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,11,100,90,0.0731,3300011,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,7001,7010,10,0.0716,3307001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",33,23001,23010,10,0.0715,3323001,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,27605,27700,96,0.0714,3327605,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,35306,35308,3,0.0725,3335306,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,51001,51010,10,0.0735,3351001,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,61601,61650,50,0.0724,3361601,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86731,86731,1,0.0721,3386731,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86767,86800,34,0.0717,3386767,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,89701,89800,100,0.0708,3389701,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,90606,90700,95,0.072,3390606,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,94001,94010,10,0.0721,3394001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,94801,94900,100,0.0719,3394801,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,95201,95300,100,0.0714,3395201,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,11,100,90,0.0727,3300011,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,7001,7010,10,0.0722,3307001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","",33,23001,23010,10,0.0719,3323001,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,27605,27700,96,0.0717,3327605,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,35306,35308,3,0.0726,3335306,86,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,51001,51010,10,0.0729,3351001,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,61601,61650,50,0.073,3361601,87,"AY","AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86731,86731,1,0.0721,3386731,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,86767,86800,34,0.0716,3386767,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,89701,89800,100,0.0713,3389701,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"1",3,"Returned","AY, IN",33,90606,90700,95,0.0716,3390606,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
"NR",3,"Retained","AY",33,94001,94010,10,0.0719,3394001,NA,NA,"AY",NA,NA,NA,"AY 33",0.072,0.0720952380952381,0.000612453036906337,"AY 3",0.0721,0.0722034482758621,0.00092967214474357
